MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
1001,AIRBORNE SAR,,R4A,,,,,Unknown
2320208,LOMOND,93,,,,,,United Kingdom
5631101,PSAB,99,TEST1,,,,,Singapore
6925141,JOANN@@BHEP@M9A.,56,PB8475.,,,,,Unknown
9415789,HKS 1,79,PF2486,,,,,Unknown
111205511,PILOT SERVICES SV,,OO-NSV,,,,,Unknown
111211510,D-HLTQ,,D-HLTQ,,,,,Unknown
111224103,SASEMAR 103,,EC-KEM,,,,,Unknown
111224503,HELIMER 203,,.......,,,,,Unknown
111224504,HELIMER 206,SAR Vessel,.......,,,,,Unknown
111224506,HELIMER 204,,.......,,,,,Unknown
111224507,HELIMER 207,SAR Vessel,.......,,,,,Unknown
111232013,COASTGUARD,,RESB,,,,,Unknown
111232014,COASTGUARD,,RESA,,,,,Unknown
111232029,SAR AIRCRAFT G-HMGG,,,,,,,Unknown
111232030,SAR AIRCRAFT G-HMGH,,,,,,,Unknown
111232031,SAR AIRCRAFT G-HMGI,,,,,,,Unknown
111232513,S-92A 225,SAR Vessel,G-MCGG,,,,,Unknown
111244518,PH-RSQ,,PH-RSQ,,,,,Unknown
111250053,EI-IRD IRCG AW189,,EIIRD,,,,,Unknown
111256105,AIRBORNE SAR,SAR Vessel,31625,,,,,Unknown
111257506,LN-OXH,,LN-OXH,,,,,Unknown
111257507,LN-OXI,,LN-OXI,,,,,Unknown
111257511,SAR AC  RESCUE 7,,LN-OQY,,,,,Unknown
111257517,920296,,LNOIK,,,,,Unknown
111261509,SAR0906,Military,SAR0906,,,,,Unknown
111265582,LIFEGUARD 002,SAR Vessel,SE JRI,,,,,Unknown
111265583,LIFEGUARD 003,SAR Vessel,SE JRJ,,,,,Unknown
111265586,LIFEGUARD 006,SAR Vessel,SE JRM,,,,,Unknown
111265587,LIFEGUARD 007,SAR Vessel,SE JRN,,,,,Unknown
203999352,WACHAU,69,OED3052,,,,,Unknown
203999372,KEPLER,99,YP9372,,,,,Unknown
203999399,ALPHA,Dredger,OED3148,,,,,Unknown
204208790,BELA AURORA,Fishing,CUEG9,,,,,Unknown
204601240,ILHA DE SAO LUIS,Tug,CSXR3,,,,,Unknown
205065000,VB TRIUMPHANTE,Tug,OROU,,,,,Belgium
205072000,SIMON STEVIN,99,ORBS,,,,,Belgium
205083000,BOKA TIAMAT,79,ORUE,,,,,Belgium
205142390,REDE,79,OT1423,,,,,Belgium
205168000,CL FLANDERS,Cargo,ONLQ,,,,,Belgium
205200190,IMMUNITY,99,OT2001,,,,,Belgium
205208000,BNS CROCUS,Military,ORGC,,,,,Belgium
205213990,MILWAUKEE,Other,OT2139,,,,,Belgium
205214890,MALAYU,79,OT2148,,,,,Belgium
205215190,KAPITEIN A.DE WILDE,69,OT2151,,,,,Belgium
205218590,DW ANTWERPEN,Tanker,OT2185,,,,,Belgium
205233000,VB FALCON,Other,ORKQ,,,,,Belgium
205238890,RAVEEL ONTMOET ENSOR,69,OT2388,,,,,Belgium
205239000,CMA CGM DOLOMITES,Cargo,ONLY,,,,,Belgium
205246390,RONALY,79,OT2463,,,,,Belgium
205255190,DIAMOND,Other,O,,,,,Belgium
205260390,COSMOS,Tanker,2603,,,,,Belgium
205267690,RUPELDAM,79,OT2676,,,,,Belgium
205270310,ATHENA,Pleasure Craft,OR2703,,,,,Belgium
205271390,THEODELA,99,OT2713,,,,,Belgium
205280000,TUG 55,Tug,ORUQ,,,,,Belgium
205291000,WARRIOR N-79,,OPDA,,,,,Belgium
205309000,LANGE WAPPER,Dredger,ORMP,,,,,Belgium
205318590,BELCANTO,79,OT3185,,,,,Belgium
205329000,TUG 54,Tug,ORUT,,,,,Belgium
205332000,WINDCAT AMSTERDAM,Other,ORUX,,,,,Belgium
205333090,CHRISTARO,,OT3330,,,,,Belgium
205342890,BLAUWE REIGER,,OT3428,,,,,Belgium
205343000,FAST OLIVIA,Cargo,ONMQ,,,,,Belgium
205346000,FAST ANNA SOFIA,Cargo,ONMR,,,,,Belgium
205367490,AMBITIEUX,Cargo,OT3674,,,,,Belgium
205372590,LOVE STORY,99,OT3725,,,,,Belgium
205388990,CETUS,79,OT3889,,,,,Belgium
205393990,DIABLO,79,OT 3939,,,,,Belgium
205395090,TIESTO,79,OT3950,,,,,Belgium
205400610,CHAFLOR,Pleasure Craft,OR4006,,,,,Belgium
205407490,NEW YORK CITY,79,OT4074,,,,,Belgium
205417000,VB EMERALD,79,OROE,,,,,Belgium
205423000,EXCELSIOR,Tanker,ONCD,,,,,Belgium
205447090,SEJONA,79,OT4470,,,,,Belgium
205451090,JEANNE PANNE,69,OT4510,,,,,Belgium
205453000,MELUSINE,Cargo,ONDM,,,,,Belgium
205474000,VB AMBER,Tug,ORNJ,,,,,Belgium
205479090,CLEMA,79,OT4790,,,,,Belgium
205491290,ELISABETHSTAD,Tanker,OT4912,,,,,Belgium
205492290,AZZURRO,79,OT4922,,,,,Belgium
205498490,RIO Y MAR,99,OT4984,,,,,Belgium
205520090,MITCHELL-F,79,OT5200,,,,,Belgium
205526970,LUCKY JANE,Pleasure Craft,OQ5269,,,,,Belgium
205529590,INDUS,79,OT5295,,,,,Belgium
205533890,CYGNUS,79,OT5338,,,,,Belgium
205534000,GOLDEN WAVE,Cargo,ONQI,,,,,Belgium
205534190,DILIS,79,OT5341,,,,,Belgium
205536490,AEOLUS,Other,OT5364,,,,,Belgium
205538000,ALBATROS,Other,ORPB,,,,,Belgium
205544990,ATHENA,20,OT5449,,,,,Belgium
205546000,VB  KOALA,Tug,ORPF,,,,,Belgium
205546090,XANTHOS,79,OT5460,,,,,Belgium
205548590,ZONGA,79,OT5485,,,,,Belgium
205549290,LNG LONDON,Tanker,OT5492,,,,,Belgium
205550290,CALISTHEA,,OT5502,,,,,Belgium
205555190,COMMODORE,Tanker,OT5551,,,,,Belgium
205556390,RAGNAR,79,OT5563,,,,,Belgium
205558391,RIVER DRONE 1,79,OT5583,,,,,Belgium
205560990,NOVANDI,20,OT5609,,,,,Belgium
205567390,GLORIA,99,OT5673,,,,,Belgium
205567490,POROS,99,OT5674,,,,,Belgium
205568990,PHEROUSA,20,OT5689,,,,,Belgium
205571790,THEGER,Tanker,OT 5717,,,,,Belgium
205571890,MYLLA,79,OT5718,,,,,Belgium
205577790,DIANTHUS,Other,OT5777,,,,,Belgium
205579490,FLORENCE,79,OT5794,,,,,Belgium
205581390,ELENA,79,OT5813,,,,,Belgium
205584000,CORNELIA,Pleasure Craft,ONGU,,,,,Belgium
205587390,BIRJO III,Tanker,OT5873,,,,,Belgium
205587490,CATANIA,79,OT5874,,,,,Belgium
205639000,ZEESCHELDE,79,ORBT,,,,,Belgium
205770710,CHANI,99,OR7707,,,,,Belgium
207290000,MULTRATUG 22,Tug,LZRD,,,,,Bulgaria
207822380,TULENOVO 2,,LZH2238,,,,,Bulgaria
207836720,ALTEYA,Pleasure Craft,LZH3672,,,,,Bulgaria
207838890,NANGARA,,LZH3889,,,,,Bulgaria
209075000,NINA,79,5BTL4,,,,,Cyprus
209156000,UBC STAVANGER,79,P3XJ9,,,,,Cyprus
209164000,YVONNE,Tug,5BWB4,,,,,Cyprus
209168000,AGATH,Tanker,5BFJ6,,,,,Cyprus
209170000,JAMES JOYCE,Passenger,C4TQ2,,,,,Cyprus
209184000,IMAVERE,Cargo,5BWV4,,,,,Cyprus
209223000,AMETHYST,Tanker,5BXW4,,,,,Cyprus
209341000,BERNSTEIN,Tanker,5BBF5,,,,,Cyprus
209352000,PETSAS I,,P3CQ9,,,,,Cyprus
209440000,CHAMPION JET 1,99,5BFR4,,,,,Cyprus
209535000,NORDEN,Cargo,5BEQ5,,,,,Cyprus
209536000,KONGSDAL,79,5BEP5,,,,,Cyprus
209659000,CONTAINERSHIPSAURORA,Cargo,5BGU5,,,,,Cyprus
209671000,CEMLUNA,Cargo,C4BX2,,,,,Cyprus
209710000,FERROMAR,Cargo,5BJB5,,,,,Cyprus
209835000,ASTRAIA,Tanker,5BHS6,,,,,Cyprus
209836000,CT ROTTERDAM,79,5BSX2,,,,,Cyprus
209864000,POLONIA,Passenger,5BKU5,,,,,Cyprus
209867000,GRYF,Passenger,5BKV5,,,,,Cyprus
209911000,SKANIA,Passenger,5BLN5,,,,,Cyprus
209952000,ULYSSES,61,C4HP2,,,,,Cyprus
209968000,RIX STREAM,Cargo,5BML5,,,,,Cyprus
210021000,DALARNA,Cargo,5BNQ5,,,,,Cyprus
210039000,LEMESSOS CASTLE,Cargo,5BNZ5,,,,,Cyprus
210056000,ZIRCONE,Tanker,5BPE5,,,,,Cyprus
210095000,GALILEUSZ,Passenger,C4LV2,,,,,Cyprus
210098000,STENA EMBLA,61,5BQA5,,,,,Cyprus
210167000,ELBSPRINTER,Cargo,C4RJ2,,,,,Cyprus
210174000,VARSOVIA,69,5BKT6,,,,,Cyprus
210254000,TOSCA,Tanker,5BUW5,,,,,Cyprus
210329000,RUSADIR,69,5BWW5,,,,,Cyprus
210340000,ARABELLA,Tanker,5BXD5,,,,,Cyprus
210423000,SUPERRUNNER JET 2,HSC,5BEM6,,,,,Cyprus
210425000,EPSILON,Passenger,5BZX5,,,,,Cyprus
210544000,RIX WARRIOR,Cargo,5BDF6,,,,,Cyprus
210546000,STELLAMAR,Cargo,5BDE6,,,,,Cyprus
210550000,KAMBR,Other,C4GX2,,,,,Cyprus
210553000,ASPEN,Cargo,5BDK6,,,,,Cyprus
210561000,RADUGA ALTAIR,Tug,5BDQ6,,,,,Cyprus
210581000,CAPE RACE,Cargo,5BRQ3,,,,,Cyprus
210607000,BAYMAR,Cargo,5BNW6,,,,,Cyprus
210661000,IWS SUNWALKER,,5BEU6,,,,,Cyprus
210719000,PATRIS,Cargo,5BYW6,,,,,Cyprus
211025949,ANIMO,Pleasure Craft,DB5949,,,,,Germany
211033707,DOMARIN 34,79,DC3707,,,,,Germany
211100000,ANTONIA B,Cargo,DGPS,,,,,Germany
211100700,ATLAS,Tug,DF2823,,,,,Germany
211106650,STURMMOEWE,,DBFE,,,,,Germany
211113010,LOESCHBOOT WESTPHAL,99,DA3493,,,,,Germany
211115500,AMADEUS  QUEEN,69,DF3214,,,,,Germany
211118000,FAIRPLAY-34,Tug,DIZQ2,,,,,Germany
211124510,ZERBERUS,79,DJ3953,,,,,Germany
211125170,BALTIC TAUCHER I,Tug,DCIM2,,,,,Germany
211128410,NECKAR XIV,Passenger,DC3368,,,,,Germany
211130000,ARKONA,55,DBBU,,,,,Germany
211146780,EVENTIN,Tanker,DLJS,,,,,Germany
211148060,AVISO,Pleasure Craft,DB5575,,,,,Germany
211155250,ALSTERSCHWAN,69,DH4324,,,,,Germany
211160150,EUROPA,69,DH4083,,,,,Germany
211160680,A-ROSA DONNA,Passenger,DC8431,,,,,Germany
211168190,KAEPP'N BRASS,Passenger,DCJW2,,,,,Germany
211169180,SISSI,69,DC3471,,,,,Germany
211169380,GAU,99,DA5280,,,,,Germany
211169420,CHARLY,79,DC2191,,,,,Germany
211172020,VISURA,55,DF4368,,,,,Germany
211178250,DETTMER TANK 52,Tanker,DB9041,,,,,Germany
211180750,BEVENRODE,Other,DA3025,,,,,Germany
211182220,MORGENSTERN,20,DC2221,,,,,Germany
211182370,DUBURG,99,DA2335,,,,,Germany
211183070,ANITA,69,DD3167,,,,,Germany
211184520,STOER,79,DJ 6807,,,,,Germany
211185750,HOL BLANK,20,DA3079,,,,,Germany
211190430,O3,,DMAF,,,,,Germany
211190960,KVB.BAVARIA86.SL22,20,DC4547,,,,,Germany
211194690,ESTE,79,DD8765,,,,,Germany
211197660,HAMBURG PILOT 4,Other,ES3835,,,,,Germany
211198200,HAFENAMT 2,99,DG2864,,,,,Germany
211199110,BOARDWALK,Pleasure Craft,ZGVS3,,,,,Germany
211200690,WESTFALEN,Passenger,DCNN,,,,,Germany
211205180,VM1,55,PI5887,,,,,Germany
211205920,GROSHERZOGINELISABET,Sailing,DGEN,,,,,Germany
211207650,WSP 5,55,DLKE,,,,,Germany
211209320,HARLINGERLAND,69,DCCT,,,,,Germany
211209510,MERKUR II,Passenger,DJNK,,,,,Germany
211210100,GERMAN WARSHIP A514,Military,DRHM,,,,,Germany
211210280,GORCH FOCK,Military,DRAX,,,,,Germany
211210380,NATO WARSHIP,Military,DRFC,,,,,Germany
211211200,GERMAN WARSHIP M1065,Military,DREX,,,,,Germany
211211230,GERMAN WARSHIP M1068,Military,DRFA,,,,,Germany
211211850,SPESSART,Military,DRKN,,,,,Germany
211214970,MUENSTERLAND,65,DCJB,,,,,Germany
211215520,FRIEDRICH WESSELS,Tug,DEBU,,,,,Germany
211217760,SENCKENBERG,,DDAW,,,,,Germany
211218770,SPIEKEROOG3,Passenger,DCUH,,,,,Germany
211218820,STUBNITZ,Other,Y4HK,,,,,Germany
211223240,WALFISCH,55,DBDV,,,,,Germany
211224310,EMS,99,DBDO,,,,,Germany
211224680,LUETJEHOERN,55,DBDP,,,,,Germany
211226140,BALTIC LIFT,39,DFQC,,,,,Germany
211228330,LESATH,79,DG3557,,,,,Germany
211231520,KIEL,Tug,DKEZ,,,,,Germany
211236290,SCHALL,98,DNBQ,,,,,Germany
211240870,MS STADT KIEL,Passenger,DJUY,,,,,Germany
211259760,DARINA,Tanker,DK3326,,,,,Germany
211261270,KEHRWIEDER,Passenger,DH6778,,,,,Germany
211263880,PIONIER  XI,Dredger,DCFI,,,,,Germany
211265530,RAGNA,Cargo,DGOG,,,,,Germany
211269690,WINDCAT 35,HSC,DKJO2,,,,,Germany
211270480,JURIE VAN DEN BERG,Fishing,DCDW,,,,,Germany
211273730,BURMESTER 100,99,PG3012,,,,,Germany
211275560,MS OLYMPIA,69,DC5609,,,,,Germany
211278240,FAIRPLAY-65,Tug,DDEH,,,,,Germany
211278920,NOORCAT,99,DKJZ2,,,,,Germany
211280860,CASA,79,PB8323,,,,,Germany
211281820,HLB RHEIN-AHR,99,DF2082,,,,,Germany
211283460,WESTERHUESEN,Tanker,DK3642,,,,,Germany
211283490,BALTRUM II,Cargo,DCTP,,,,,Germany
211286480,PAAPSAND,Other,DBKQ,,,,,Germany
211287870,FEE,Tanker,DA6532,,,,,Germany
211290760,MPOSS,99,DBCZ,,,,,Germany
211298680,WANGEROOGE,69,DCRL,,,,,Germany
211300550,LILLYAN,79,DF6116,,,,,Germany
211302060,BUEFFEL,79,DJ3903,,,,,Germany
211302560,AMPHITRITE,Sailing,DJRT,,,,,Germany
211307150,EIDER,Cargo,DBLA,,,,,Germany
211314990,JAN BRUHNS,Fishing,DETV,,,,,Germany
211315540,PRINS MAURITS,Fishing,DQZO,,,,,Germany
211315970,CHATEUABRIAND,Passenger,DB3284,,,,,Germany
211316890,MITTELGRUND,55,DBCI,,,,,Germany
211317180,TIMBUS,Cargo,DIBC,,,,,Germany
211318600,LOTSE 2,99,DA6504,,,,,Germany
211318710,SEUTE DEERN,Passenger,DG3177,,,,,Germany
211319400,HEIMAT,Fishing,DCVW,,,,,Germany
211337780,ATALANTA,,DICZ,,,,,Germany
211337920,AADE,Fishing,DBJG,,,,,Germany
211349680,TAUCHER 16,Cargo,DDDO,,,,,Germany
211376340,HAFENAMT 1,99,DF3596,,,,,Germany
211378190,KOI,Passenger,DLRD,,,,,Germany
211383980,PRAESIDENT SCHAEFER,Other,DJ3996,,,,,Germany
211387130,WESERGRUND,Dredger,DK6124,,,,,Germany
211387530,CALYPSO,79,DF4973,,,,,Germany
211390900,FELIX SAND,SAR Vessel,DBAA2,,,,,Germany
211399710,GREIF,Tug,DA7304,,,,,Germany
211400260,SOENKE,Tug,DKPQ2,,,,,Germany
211407020,GERD KNOLL SEN,Other,DCFV2,,,,,Germany
211408230,SERRAHN DEERN,20,DJ5271,,,,,Germany
211409660,CAPELLA,55,DBBB,,,,,Germany
211417590,SOLEA,Fishing,DBFH,,,,,Germany
211437100,NECKAR,79,DC2155,,,,,Germany
211437250,KIRCHDORF,Passenger,DK4513,,,,,Germany
211437330,WOLFGANG BORCHERT,Passenger,DH7997,,,,,Germany
211442250,MANUEL,Tanker,DH5335,,,,,Germany
211443110,FRANKEN,79,DA4377,,,,,Germany
211448440,STEUBENHOEFT,Dredger,DB2931,,,,,Germany
211462930,LUISE-L,99,DB7852,,,,,Germany
211463020,ANNEGRET,99,DC7116,,,,,Germany
211464620,DEEPENSCHRIEWER 4,,DB 5691,,,,,Germany
211467560,LUESSEN 14,79,DB6417,,,,,Germany
211468870,ARCTURUS,79,DC8250,,,,,Germany
211469260,ROLF_HEIN,20,DF3745,,,,,Germany
211473450,CATHARINA,79,DA4923,,,,,Germany
211473470,GLUECKSTADT FS,Passenger,DA7258,,,,,Germany
211473820,EILTANK 231,Tanker,DC3723,,,,,Germany
211474300,NERIS,20,DB4362,,,,,Germany
211475550,HEINRICH KRIEGER SEN,79,DC4476,,,,,Germany
211476600,AVISO1,79,DD3833,,,,,Germany
211479860,GP IV,99,DC4053,,,,,Germany
211483620,JAN LOODEN,Fishing,DJIV,,,,,Germany
211484640,THERESE,20,DB5985,,,,,Germany
211485130,STEINBURG,Cargo,DB4960,,,,,Germany
211487500,GALATEA,Tanker,DF8623,,,,,Germany
211491560,PATRICK,Cargo,DC2259,,,,,Germany
211493530,GAS 81,Tanker,DC7992,,,,,Germany
211493570,GAS 84,Other,DC2715,,,,,Germany
211493750,WIKINGER,69,DC4902,,,,,Germany
211496490,EILTANK 233,20,DC3175,,,,,Germany
211499870,MARCEL,99,DD8311,,,,,Germany
211505030,AURUM,99,DA7241,,,,,Germany
211505790,LUHE,79,DB9862,,,,,Germany
211507170,GRANIT,,DC6428,,,,,Germany
211507500,FRISIA VIII,Cargo,DGMH2,,,,,Germany
211508570,BERLIN,69,DB289,,,,,Germany
211508630,THEKLA,20,DC6502,,,,,Germany
211510540,ALMENHOF,Other,DC5182,,,,,Germany
211510980,EILTANK 82,Tanker,DF2258,,,,,Germany
211511400,STOLZENECK,79,DC4557,,,,,Germany
211511560,AQUA,79,DA2264,,,,,Germany
211511900,RELATIONSHIP,Tanker,@Q.696,,,,,Germany
211512400,JESSICA ABICHT,69,DC5311,,,,,Germany
211513120,NIEDERSACHSEN 21,79,DA6296,,,,,Germany
211513360,NIEDERSACHSEN 12,Cargo,DA4441,,,,,Germany
211513970,LA PALOMA,69,DA5062,,,,,Germany
211514850,SALISSO,99,DA5903,,,,,Germany
211515020,ADRIAN,Other,DB2270,,,,,Germany
211515220,GAS 86,Tanker,DH5109,,,,,Germany
211515430,BAYERISCHER WALD,20,DB6495,,,,,Germany
211515990,MARLIES,Cargo,DB3695,,,,,Germany
211516370,HAFENMUSIK,,DA7318,,,,,Germany
211516750,SCH2232,79,,,,,,Germany
211517420,KURT,,DGOA2,,,,,Germany
211517600,SERENITY,Tanker,DJ4398,,,,,Germany
211518800,SCH2415,,DG4643,,,,,Germany
211518810,SCH 2423,Towing,DA9002,,,,,Germany
211519320,SAMARO,99,DD5760,,,,,Germany
211519400,BRASIL,69,DA5620,,,,,Germany
211519410,TREPTOW @@@@@@@B,79,DA5770,,,,,Germany
211519460,ERNST REUTER,69,DC4625,,,,,Germany
211519490,SPERBER,69,DC4014,,,,,Germany
211523100,SPREE DIAMANT,69,DB2672,,,,,Germany
211523490,BHV ATHLET,Other,DA8355,,,,,Germany
211523910,EBBA2,Tanker,DFII,,,,,Germany
211525220,MONSUN,Tug,DNDS,,,,,Germany
211527020,RSP 2003,79,DK 3614,,,,,Germany
211529570,HH 47@@B@@@@50,Dredger,DF7356,,,,,Germany
211530400,VERA,69,DM2084,,,,,Germany
211536810,FRYA,Pilot Vessel,DBLI,,,,,Germany
211537680,HANSEN SIEN,,DB5190,,,,,Germany
211537930,TUEMMLER,55,DK6159,,,,,Germany
211550210,ALEXANDER HUMBOLDT,69,DH7199,,,,,Germany
211572460,A ROSA SILVA,99,DD7467,,,,,Germany
211581910,VIVARIUM-L,99,DC7354,,,,,Germany
211585830,SEEHUND,99,DC9987,,,,,Germany
211585850,EB SEELOEWE,Dredger,DC 9989,,,,,Germany
211587730,DEEPENSCHRIEWER 1,99,DB5162,,,,,Germany
211588230,CAPELLA,20,DJ5767,,,,,Germany
211588580,SCHWANSEN,55,DH6256,,,,,Germany
211588680,VINCENT,Tug,DD7445,,,,,Germany
211589210,ILMENAU,99,DK7027,,,,,Germany
211589990,CRUSHER,Tug,DIPV2,,,,,Germany
211590310,LOEWE,79,DD3047,,,,,Germany
211590700,UNDINE,67,DHDP2,,,,,Germany
211590720,HAFENPERLE,68,DH6532,,,,,Germany
211595610,BREMERHAVEN,Passenger,DC4782,,,,,Germany
211601140,MOEWE,Passenger,DH7741,,,,,Germany
211602130,ALINA TF 1,99,DC8405,,,,,Germany
211617950,GAS 90,99,DJ6137,,,,,Germany
211626000,ALBATROS,Fishing,DCBF,,,,,Germany
211626280,DREYE,99,DJ7608,,,,,Germany
211628010,STICKERS GAT,Other,DBLT,,,,,Germany
211628180,STADTBUSCH,99,DC9739,,,,,Germany
211628500,LAUFFEN,99,DC3561,,,,,Germany
211636260,HUGO ABICHT,69,DH8100,,,,,Germany
211638130,KREBS HELIOS,Other,DJFO2,,,,,Germany
211639300,HEINRICH HUEBBE,99,DB6024,,,,,Germany
211643840,LUMME,,DC9651,,,,,Germany
211650870,FRITZ MIDDELANIS,69,DC4688,,,,,Germany
211657540,WISENT,99,DA5163,,,,,Germany
211664180,LINA,Tanker,DA7485,,,,,Germany
211665670,STEDINGEN,99,DG4953,,,,,Germany
211665730,OHF73,Dredger,DK4562,,,,,Germany
211667140,ST.JOHANNES,69,DC4669,,,,,Germany
211668360,REISE RIESE PRESTIGE,69,DC6074,,,,,Germany
211676580,VB RESOLUT,Tug,DIVI2,,,,,Germany
211701600,JOHANN REINKE,Towing,DG2935,,,,,Germany
211705600,EULE,99,DC 9979,,,,,Germany
211706610,GERTRUD,99,DCKQ,,,,,Germany
211707860,DORIS,99,DB7254,,,,,Germany
211711370,BLEICHEN,79,DDXU2,,,,,Germany
211712640,JADE,20,DA3524,,,,,Germany
211715080,BM 5254,Cargo,DK2953,,,,,Germany
211718100,GREENPORTS 1,79,DK8884,,,,,Germany
211718270,VERDI,69,DK8905,,,,,Germany
211720760,DITZUM,69,DCUY,,,,,Germany
211741810,OLGA CAROLINE,Tanker,DJ6449,,,,,Germany
211743060,KALMAR,Dredger,DK6888,,,,,Germany
211744260,GITTE,Tanker,DA3946,,,,,Germany
211745030,JADE HIEV,Other,DCZW,,,,,Germany
211749880,FAIRPLAY-20,Tug,DKEY,,,,,Germany
211751170,LUENEBURGER HEIDE,99,DC2169,,,,,Germany
211751880,ANNA,Other,DC2904,,,,,Germany
211752490,URSUS,Other,DC7186,,,,,Germany
211752500,TRITON,,DH4477,,,,,Germany
211754860,LOESCHBOOT III,99,DC2894,,,,,Germany
211760680,ALLER,Towing,DC_5217,,,,,Germany
211762330,SPREEKRONE,69,DC4563,,,,,Germany
211764460,ROLF,20,DG9503,,,,,Germany
211764780,FAEHRE ROGAETZ,69,DC6409,,,,,Germany
211771920,SANSIBAR,69,DG3293,,,,,Germany
211774670,QUANTUM,99,DD3939,,,,,Germany
211777820,KAISER WILHELM,69,DC4945,,,,,Germany
211780960,SANSSOUCI,69,DC6930,,,,,Germany
211781080,RUBENS,Tanker,DJ9125,,,,,Germany
211781130,BELLEVUE,99,DC6930,,,,,Germany
211781370,ORCA TEN BROKE,,DD9700,,,,,Germany
211782560,STADT STUTTGART,99,DC3060,,,,,Germany
211784260,SAGA,Passenger,DD 3360,,,,,Germany
211784690,POSEIDON,99,DC5131,,,,,Germany
211785530,DETTMER TANK 126,Tanker,DJ3761,,,,,Germany
211800180,FAEHRBAER 3,Passenger,DK7524,,,,,Germany
211806360,DETTMER TANK 130,Tanker,DH2587,,,,,Germany
211806570,VIERWALDSTAETTERSEE,Tanker,DD5127,,,,,Germany
211816550,ENNSTAL,69,DC4627,,,,,Germany
211819050,VIVI,99,DJ9122,,,,,Germany
211822120,ST. LONDRE,Pleasure Craft,DF9208,,,,,Germany
211833390,NILS HOLGERSSON,Cargo,DKLZ2,,,,,Germany
211835310,KAPITAEN KRUSE,99,DK3075,,,,,Germany
211838510,BHV SOLUTION,99,DF3060,,,,,Germany
211844760,ZUKUNFT,69,DF2093,,,,,Germany
211844770,MARIE,69,DG6296,,,,,Germany
211846360,VB BREMEN FIGHTER,95,DIOK,,,,,Germany
211846860,RHENUS DORTMUND,79,DJ4856,,,,,Germany
211855000,CAP SAN DIEGO,Cargo,DNAI,,,,,Germany
211872380,WELLINGDORF,69,DJ9705,,,,,Germany
211876190,CAPELLA,Tanker,DFJY,,,,,Germany
211876920,RHEINMAGIE,Passenger,DH9728,,,,,Germany
211883560,BLUE RHAPSODY,69,DC2880,,,,,Germany
211887350,HYDROCAT 55,HSC,DKSN2,,,,,Germany
211888200,MICHAEL DEYMANN,Tanker,DA5202,,,,,Germany
211888330,DANIEL DEYMANN,Tanker,DJ7591,,,,,Germany
211888680,HAGA,Pleasure Craft,DOCD2,,,,,Germany
211910000,GERMAN WARSHIP F260,Military,DRBA,,,,,Germany
211912000,GERMAN WARSHIP F262,Military,DRBC,,,,,Germany
211915000,KOELN,99,DRBF,,,,,Germany
212006000,JUDITH,Cargo,5BKY2,,,,,Cyprus
212008000,ELBWINTER,Cargo,5BDP2,,,,,Cyprus
212385000,SWE CARRIER,Cargo,5BBR4,,,,,Cyprus
212505000,STENA SUPERIOR,Tanker,5BRM6,,,,,Cyprus
212673000,RIX VENTURE,Cargo,5BSR6,,,,,Cyprus
212796000,BONNY RIVER,Cargo,5BTG6,,,,,Cyprus
212810000,AASFJELL,Cargo,5BTT6,,,,,Cyprus
212827000,BOKALIFT1,Other,5BVH4,,,,,Cyprus
212868000,JANTAR UNITY,99,5BUT6,,,,,Cyprus
212874000,LEFKAS,Tanker,5BUV6,,,,,Cyprus
212882000,EMS HIGHWAY,Cargo,P3NL8,,,,,Cyprus
212912000,EUROCHAMPION JET,HSC,5BVL6,,,,,Cyprus
212937000,ELBTRADER,Cargo,5BKJ4,,,,,Cyprus
212938000,KORONI,Cargo,5BVB6,,,,,Cyprus
212949000,ISAR HIGHWAY,Cargo,P3SR8,,,,,Cyprus
215063000,VALSESIA,Tanker,9HA4940,,,,,Malta
215064000,CGAS MARINER,Tanker,9HA2629,,,,,Malta
215079000,GAS AGILITY,Tanker,9HA4951,,,,,Malta
215152000,INFINITY NINE,Pleasure Craft,9HA4984,,,,,Malta
215189000,CMA CGM FLORIDA,79,9HA5005,,,,,Malta
215194000,MED BALTIC,Tanker,9HA2670,,,,,Malta
215211000,KEY FIGHTER,Tanker,9HA2671,,,,,Malta
215295000,POLES,Cargo,9HJH7,,,,,Malta
215314000,VERTIGO,Pleasure Craft,9HA5056,,,,,Malta
215413000,AURETTE A,Cargo,9HA5100,,,,,Malta
215416000,MARGUERITE A,Cargo,9HA5101,,,,,Malta
215424000,ONUR G A,,9HA5108,,,,,Malta
215484000,SEVERIN'S,Pleasure Craft,9HA5133,,,,,Malta
215485000,CMA CGM ATTILA,Cargo,9HA2742,,,,,Malta
215498000,MED CANARY,Tanker,9HA5143,,,,,Malta
215584000,FOYLE,Tanker,9HA5193,,,,,Malta
215586000,WILD ORCHID 1,Pleasure Craft,9HB2165,,,,,Malta
215632000,HAPPY ME,Pleasure Craft,9HA5216,,,,,Malta
215703000,SERENA M,Tanker,9HA5253,,,,,Malta
215725000,BARENTS,Pleasure Craft,9HA5260,,,,,Malta
215758000,L-ILJUN,Towing,9H8777,,,,,Malta
215843000,PUNKT,Cargo,9HA5330,,,,,Malta
215884000,ALTHEA,Pleasure Craft,9HA5350,,,,,Malta
215903000,AVENIR ASCENSION,Tanker,9HA5363,,,,,Malta
