MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
237352400,STAVROS,Passenger,SWZF,,,,,Greece
237529000,AEGAEO,Other,SXYY,,,,,Greece
237628000,EL. VENIZELOS,Passenger,SWWZ,,,,,Greece
237640000,LITHI,Pleasure Craft,SV 2252,,,,,Greece
237836700,FLYING CAT 6,HSC,SY5390,,,,,Greece
238015440,MLJET,69,9A2154,,,,,Croatia
238024510,TRI-WING,Sailing,9AA2373,,,,,Croatia
238027000,SAN LIMI,,9A4495,,,,,Croatia
238138110,YOYITA II,Pleasure Craft,9AB2747,,,,,Croatia
238160000,PETAR HEKTOROVIC,Passenger,9A6551,,,,,Croatia
238240000,EMANUEL,Passenger,9AA2163,,,,,Croatia
238251000,MIHO PRACAT,Cargo,9AA6078,,,,,Croatia
238259240,ZENITH,Sailing,9A6393,,,,,Croatia
238263000,AP LAPAD,Cargo,9AA6986,,,,,Croatia
238333940,ALLEGRO,Sailing,9A4792,,,,,Croatia
238501140,KIMON,Pleasure Craft,9AA8662,,,,,Croatia
238557240,VOGA,6,9A7288,,,,,Croatia
238562040,BLACK SWAN,Pleasure Craft,9A5040,,,,,Croatia
238640540,AGENDA 55,Pleasure Craft,9A8444,,,,,Croatia
238936140,BIOKOVO,69,9AA6775,,,,,Croatia
239094700,KALLIOPI KOYMIANOY,,SY 7318,,,,,Greece
239299000,GALILEO,61,SX2040,,,,,Greece
239308000,IONIS,Passenger,SVKU,,,,,Greece
239552000,FLYINGCAT 3,HSC,SX6671,,,,,Greece
239658000,HIGHSPEED 4,HSC,SWJD,,,,,Greece
239692500,VIKENTIOS DAMODOS,Passenger,SVA3808,,,,,Greece
239967400,MIG,Pleasure Craft,SVA7246,,,,,Greece
239982900,PARALOS,79,SVA7335,,,,,Greece
240031600,PROTOPOROS X,Passenger,SVA7765,,,,,Greece
240100100,KARMA,Other,SVA8278,,,,,Greece
240138600,ALCYONE,79,SVA8587,,,,,Greece
240176300,SUMMER FUN,Pleasure Craft,SVA8741,,,,,Greece
240179400,MYKONOS II,Cargo,SVA9121,,,,,Greece
240183000,EMIR,Passenger,SVJN,,,,,Greece
240205400,KALLIOPI G,Tanker,SVA9223,,,,,Greece
240226600,WHO CARES,Pleasure Craft,SVA9367,,,,,Greece
240242200,PAX,Pleasure Craft,SVA9639,,,,,Greece
240285000,EVIAPETROL I,Tanker,SY5401,,,,,Greece
240293300,BLUE PEARL,Pleasure Craft,SVB2131,,,,,Greece
240313300,SPEED CAT I,HSC,SVB2195,,,,,Greece
240334100,OVAL,Pleasure Craft,SVB2268,,,,,Greece
240396300,ELEMENT,Pleasure Craft,SVB2875,,,,,Greece
240417200,NAIMA,Sailing,SVB2906,,,,,Greece
240418200,SUPPORTER,Tug,SVB3239,,,,,Greece
240425500,LADY MIRTO,Pleasure Craft,SVB2921,,,,,Greece
240429100,D AND D,Pleasure Craft,SVB3270,,,,,Greece
240446900,EVA,Pleasure Craft,SVB2963,,,,,Greece
240599600,MYKONOS V,Cargo,SVB5062,,,,,Greece
240771000,PEGASUS,Pleasure Craft,SVA2006,,,,,Greece
240806000,VERA,Pleasure Craft,SVA2154,,,,,Greece
240921000,LOANA,Pleasure Craft,SVA2359,,,,,Greece
240967000,DRAGON,Pleasure Craft,SVA2492,,,,,Greece
241006000,ELIN POSEIDON,Tanker,SVAZ2,,,,,Greece
241067000,SANJANA,Pleasure Craft,SVA3630,,,,,Greece
241081000,ANCALLIA,Pleasure Craft,SVA3638,,,,,Greece
241149000,MARAN GLORY,Cargo,SVBK7,,,,,Greece
241182000,MAGIX,Pleasure Craft,SVA3839,,,,,Greece
241213000,IPANEMAS,Pleasure Craft,SVA5292,,,,,Greece
241320000,MARQUISE,Pleasure Craft,SVAH4,,,,,Greece
241349000,VERONIKI IV,Tanker,SVAH6,,,,,Greece
241390000,MARAN THALEIA,Tanker,SVCF8,,,,,Greece
241395000,CHRISTOS XXXIII,Tug,SVA6631,,,,,Greece
241416000,MARLA,Pleasure Craft,SVA6670,,,,,Greece
241423000,GERANI,Tanker,SVCI6,,,,,Greece
241524000,O'NATALINA,Pleasure Craft,SVA7750,,,,,Greece
241611000,KALIKRATIS,Tanker,SVCT7,,,,,Greece
241640000,DESERT DIGNITY,Cargo,SVDC8,,,,,Greece
241710000,M/T AMORGOS,Tanker,SVDH9,,,,,Greece
241775000,ITANOS,Tug,,,,,,Greece
241782000,ALMYRA II,Pleasure Craft,SVB2216,,,,,Greece
241784000,ATHENA,Dredger,SVDO4,,,,,Greece
241798000,ARGO,Cargo,SVDM4,,,,,Greece
241803000,AERO 2 HIGHSPEED,49,SVB3552,,,,,Greece
241808000,ALTHEA,Tanker,SVDO8,,,,,Greece
241811000,WHITE PEARL I,99,SVB2979,,,,,Greece
241813000,ARTEMIS,Tug,SVDQ3,,,,,Greece
241814000,BOJI,Pleasure Craft,SVB3597,,,,,Greece
241921000,AQUAGRACE,Cargo,SVDX3,,,,,Greece
241930000,AISOPOS,Tanker,SVDX9,,,,,Greece
241943000,ARTEMIS,Cargo,SVB5247,,,,,Greece
241951000,SVS II,Towing,SVB5281,,,,,Greece
244000008,DENEB STAR III,,PC6045,,,,,Netherlands
244000774,SILVIA,79,PF6020,,,,,Netherlands
244000788,FAUNA,Tanker,PC8526,,,,,Netherlands
244000876,PRINSES,Tanker,PB7281,,,,,Netherlands
244000892,STATENDAM,69,PG7386,,,,,Netherlands
244001104,ELDA,Tug,PF5171,,,,,Netherlands
244001214,WILJACO-F,Cargo,PF4889,,,,,Netherlands
244001596,MOOREA,Tanker,PE7784,,,,,Netherlands
244001750,NOMEVA,Tanker,PD9835,,,,,Netherlands
244001751,MARRIEJANNE,79,PG3696,,,,,Netherlands
244001927,DEN BOSCH MAX GROEN,79,PE6090,,,,,Netherlands
244002007,BRISANI,79,PH3644,,,,,Netherlands
244002085,BERNINA,79,PG5825,,,,,Netherlands
244002166,MERWESTROOM,79,PG6321,,,,,Netherlands
244002225,MARLIJN,,PG3915,,,,,Netherlands
244002259,STUVESANT,Pleasure Craft,PG6609,,,,,Netherlands
244002348,DAMEN YACHTING 6009,Pleasure Craft,PI8221,,,,,Netherlands
244002394,DANA,Tanker,PB9065,,,,,Netherlands
244002518,DAMEN YACHTING 8003,Pleasure Craft,PG7826,,,,,Netherlands
244002897,CALYBER,99,PI5679,,,,,Netherlands
244003701,ADMIRAL,99,PD3516,,,,,Netherlands
244005661,BOOZZER,69,PA2139,,,,,Netherlands
244007000,TWISTER,Sailing,PCAB,,,,,Netherlands
244010114,LAUS DEO,79,PD2776,,,,,Netherlands
244010298,BOREAS,79,PD8089,,,,,Netherlands
244010311,MAGNIFIQUE II,69,PH8702,,,,,Netherlands
244010349,TRAFALGAR VERITY,69,PC5495,,,,,Netherlands
244010358,GEERTJE H,Pleasure Craft,PD2253,,,,,Netherlands
244010755,LA MAR,69,PC7663,,,,,Netherlands
244010768,CAPELLA,Pleasure Craft,PD7084,,,,,Netherlands
244010791,RICHARD V,79,PG5421,,,,,Netherlands
244010809,SCHROOTBARON XL,79,PF5255,,,,,Netherlands
244010943,RWS 26,99,PF4227,,,,,Netherlands
244010945,FWN PERFORMER,Cargo,PBRD,,,,,Netherlands
244010950,EXPECTO,,PA2637,,,,,Netherlands
244011634,MRD-HUNTER,Other,,,,,,Netherlands
244012683,ORANJE NASSAU V,Tanker,PI8175,,,,,Netherlands
244012697,CISKA,Pleasure Craft,PH4076,,,,,Netherlands
244012965,SPERWER,79,PD9960,,,,,Netherlands
244013126,SVITZER TEMPEST,Tug,PDLP,,,,,Netherlands
244013256,ATHENE,69,PC5043,,,,,Netherlands
244013271,IMPROVAL,99,PF5729,,,,,Netherlands
244013484,GERARDA JOHANNA,69,PF6428,,,,,Netherlands
244013663,VROUWE CORNELIA,Pleasure Craft,PF7732,,,,,Netherlands
244014701,DE KIKKERT,Pleasure Craft,PI9454,,,,,Netherlands
244014840,DOORGEDACHT,Pleasure Craft,PI6175,,,,,Netherlands
244015000,HAEVA,57,PDVY,,,,,Netherlands
244016820,MARGIEN,Pleasure Craft,PI8531,,,,,Netherlands
244016927,IKAA,Pleasure Craft,PG7576,,,,,Netherlands
244020000,THUN EVOLVE,Tanker,PBRI,,,,,Netherlands
244020019,WADDENZEE,69,PC2889,,,,,Netherlands
244020144,VALENCIA,79,PD3152,,,,,Netherlands
244020177,NORN,Dredger,PC3568,,,,,Netherlands
244020258,DELTA,79,PD2398,,,,,Netherlands
244020557,UK 263 AUKE SENIOR,Fishing,PC7129,,,,,Netherlands
244020808,LADY HARRIET,Cargo,PCZZ,,,,,Netherlands
244020865,BLUE-OCEAN,69,PC6105,,,,,Netherlands
244021625,SOLI DEO GLORIA,Pleasure Craft,PI7916,,,,,Netherlands
244022373,ANDANTE,69,PG5442,,,,,Netherlands
244022503,SENDO LINER,Other,PG4700,,,,,Netherlands
244023406,ABACAB,79,PE4520,,,,,Netherlands
244023938,PW18,55,PG4449,,,,,Netherlands
244025008,RIVAL,Pleasure Craft,PC5674,,,,,Netherlands
244025538,WILLEM DE ZWIJGER,69,PG6264,,,,,Netherlands
244025954,CYCLOON,99,@@I290G,,,,,Netherlands
244029522,LIENE,69,PB8626,,,,,Netherlands
244030069,P85,99,PD2630,,,,,Netherlands
244030091,ENDURANCE,79,PC3631,,,,,Netherlands
244030161,TJERCK HIDDES,SAR Vessel,PD7029,,,,,Netherlands
244030175,NESCIO,79,PI2396,,,,,Netherlands
244030187,HAVENSCHAP1,91,PD7179,,,,,Netherlands
244030421,VERANDERING,,PI7623,,,,,Netherlands
244030575,PRESTO,79,PD2539,,,,,Netherlands
244030666,ELISABETH,79,@L5919,,,,,Netherlands
244030699,VICE VERSA,69,PD2373,,,,,Netherlands
244030765,PASCAL,Pleasure Craft,PF3025,,,,,Netherlands
244030886,LEENTJE,Tug,PB8444,,,,,Netherlands
244031205,MARSHAL,79,PF7015,,,,,Netherlands
244031275,MRS G,Pleasure Craft,PC6786,,,,,Netherlands
244032186,DURSKE,Tug,PG3533,,,,,Netherlands
244032241,INDIA,Tug,PB7801,,,,,Netherlands
244032365,ROMI,20,PC8416,,,,,Netherlands
244032368,HA3 JOUKE VAN BROER,Fishing,PD8409,,,,,Netherlands
244034000,OCEAAN,Tug,PGLN,,,,,Netherlands
244035805,SOLITAER,Pleasure Craft,PI5556,,,,,Netherlands
244040240,OSC@R,Cargo,PE3643,,,,,Netherlands
244041000,HERCULES,Other,PCXQ,,,,,Netherlands
244042656,TRICOLORE,Tanker,PA4237,,,,,Netherlands
244042994,ENJOY LIFE,69,PD7779,,,,,Netherlands
244043389,PAUL,79,PE9982,,,,,Netherlands
244046265,DAMEN YACHTING 8002,Pleasure Craft,PH4341,,,,,Netherlands
244048085,SPERBER,Tug,PI4681,,,,,Netherlands
244048906,ZEEADELT,Pleasure Craft,PA5401,,,,,Netherlands
244050278,JONGE JAN,Pleasure Craft,PD5620,,,,,Netherlands
244050366,NOVA CURA,79,PG4015,,,,,Netherlands
244050396,SCHONEVELD,Pleasure Craft,PC5322,,,,,Netherlands
244050651,STERN,79,PH2541,,,,,Netherlands
244050949,KRVE 65,49,PG3259,,,,,Netherlands
244051100,CORAJA,Pleasure Craft,PH6320,,,,,Netherlands
244052412,CIGNO MINORE,79,PI4920,,,,,Netherlands
244057049,BRUTE,Pleasure Craft,PF7903,,,,,Netherlands
244059064,GENERAL,99,PG9267,,,,,Netherlands
244059206,SOBRINO,Tug,PB6362,,,,,Netherlands
244059344,WILHELMINA,Dredger,PD5739,,,,,Netherlands
244059557,HORNSRIF,Pleasure Craft,PF2272,,,,,Netherlands
244059929,BARON SAN SOUS,,PG7905,,,,,Netherlands
244060118,IJVEER 62,69,PA2812,,,,,Netherlands
244060254,PRINCESS,Other,PC5050,,,,,Netherlands
244060267,VALK 9,Tug,PC6356,,,,,Netherlands
244060826,RUSTICA,79,PC2472,,,,,Netherlands
244060838,ANIMO,Pleasure Craft,PE5833,,,,,Netherlands
244070396,CARBON,69,PE7565,,,,,Netherlands
244070440,MAAS,Tug,PB8078,,,,,Netherlands
244070507,DYLANNI,79,PC 3757,,,,,Netherlands
244072872,ALPHA,79,PE4653,,,,,Netherlands
244074077,JIP,69,PG5151,,,,,Netherlands
244075566,MTENDERE,,PG5761,,,,,Netherlands
244078721,VARIATIE,20,PH8613,,,,,Netherlands
244083478,NOVATION,Tanker,PC7304,,,,,Netherlands
244083867,DIEPE WIEDE,Cargo,PI8269,,,,,Netherlands
244084297,HELENA CORA,79,PE3831,,,,,Netherlands
244084427,BLAUWE SLENK,Pleasure Craft,PD7807,,,,,Netherlands
244085940,MARMARA,Tanker,PB7861,,,,,Netherlands
244086614,ONRUST,Pleasure Craft,PG4204,,,,,Netherlands
244086742,ANTON,Tug,PH9259,,,,,Netherlands
244086794,FLAG ALPHA,Diving Ops,PF6928,,,,,Netherlands
244090344,AHOY TITAN,Dredger,PD8597,,,,,Netherlands
244090473,MERWEDE,Tanker,PF5629,,,,,Netherlands
244090920,ODV 1,99,PC9969,,,,,Netherlands
244092220,CARMEN 1,69,PI5431,,,,,Netherlands
244092290,INVOTIS X,79,PF3527,,,,,Netherlands
244093260,CONFIANT,Pleasure Craft,PB3618,,,,,Netherlands
244093305,HUGO,99,PD3401,,,,,Netherlands
244093395,HEIN,69,PG8681,,,,,Netherlands
244094382,RIVAL,Pleasure Craft,PD6065,,,,,Netherlands
244095457,DEPENDANT,99,PD5269,,,,,Netherlands
244100291,VRIJSTATE,69,PI7643,,,,,Netherlands
244100389,WIDESTARS III,99,PC4560,,,,,Netherlands
244100663,ELBRICH,69,PC6198,,,,,Netherlands
244100731,THALES,69,PF9044,,,,,Netherlands
244101977,BORELLI,79,PD4502,,,,,Netherlands
244110534,ANGELINA CATHARINA,Pleasure Craft,PB5125,,,,,Netherlands
244110802,SUBITO,Pleasure Craft,PD2184,,,,,Netherlands
244110812,SAFIRA,79,PH8993,,,,,Netherlands
244119000,WR57 JACOBA,Fishing,PEYI,,,,,Netherlands
244124349,SALUTE,Towing,PA4180,,,,,Netherlands
244125408,UK9 CORNELIA,,PD4463,,,,,Netherlands
244126626,NAUTILUS,Pleasure Craft,PA4084,,,,,Netherlands
244127770,ANITA 2,Pleasure Craft,PE8519,,,,,Netherlands
244129883,NO EASY,Pleasure Craft,PH5579,,,,,Netherlands
244130065,ARKLOW VENTURE,Cargo,PDFH,,,,,Netherlands
244130277,ZWAANTJE,Cargo,PE4896,,,,,Netherlands
244130285,AMICITIA,79,PE7860,,,,,Netherlands
244130293,PRINSES MAXIMA,Passenger,PD4876,,,,,Netherlands
244131023,ZEELAND,69,PI2072,,,,,Netherlands
244131369,PIZ TURBA,Other,PB5168,,,,,Netherlands
244131604,ATLAS,69,PB9571,,,,,Netherlands
244131634,GLADIATOR,69,PF5251,,,,,Netherlands
244133678,CHRISTINA,69,PA5044,,,,,Netherlands
244136376,POLLUX,Pleasure Craft,PI4451,,,,,Netherlands
244137352,MOSKOU,69,PG4260,,,,,Netherlands
244138436,FIDELIS,79,PC4709,,,,,Netherlands
244138526,DE SWEAGEN,69,PI4333,,,,,Netherlands
244138720,NOORDSTAR,Dredger,PF9935,,,,,Netherlands
244139562,EMPIRE,Pleasure Craft,PB7026,,,,,Netherlands
244140321,FWN SPIRIT,Cargo,PDIF,,,,,Netherlands
244140412,STORMVOGEL,Pleasure Craft,PA5926,,,,,Netherlands
244140446,RIVAL,Pleasure Craft,PA4781,,,,,Netherlands
244140824,AMS 1,69,PB3833,,,,,Netherlands
244150000,KNRM-PAULINE,SAR Vessel,PBFO,,,,,Netherlands
244150317,ZUIDEINDE,,PB4081,,,,,Netherlands
244150499,MIDDELBURG,Dredger,PBDR,,,,,Netherlands
244150562,MSTX 14,49,PA3471,,,,,Netherlands
244150617,PROSEIDON,99,PF5221,,,,,Netherlands
244170067,BARK,79,PC7941,,,,,Netherlands
244170183,VERWISSELING,Pleasure Craft,PD3837,,,,,Netherlands
244170334,GRIETJE,69,PI2916,,,,,Netherlands
244170377,VEERPONT DE WOUDE,99,PI6648,,,,,Netherlands
244170576,EEMDIJK,69,PH2900,,,,,Netherlands
244170638,NH-KAN 1,69,PD3184,,,,,Netherlands
244170721,AVALON,Pleasure Craft,PC6638,,,,,Netherlands
244170779,AMULET,Tanker,PB4@),,,,,Netherlands
244170837,SERENADE 2,99,PD6839,,,,,Netherlands
244180105,WERKENDAM,Pleasure Craft,PE8418,,,,,Netherlands
244180626,WAALPLUS,99,PD9779,,,,,Netherlands
244180677,OUDE MAZE,69,PF2103,,,,,Netherlands
244181562,RIA,Pleasure Craft,PC7935,,,,,Netherlands
244183042,BESTEVAER,Other,PD4171,,,,,Netherlands
244184072,MEDUSA-F,Towing,PI5904,,,,,Netherlands
244184909,JADAKY,Cargo,PH5276,,,,,Netherlands
244187340,COMPASS OPERA,69,PH7659,,,,,Netherlands
244187908,JAAP,99,PD2853,,,,,Netherlands
244189996,BARENDSZ,79,PD4821,,,,,Netherlands
244190129,WADDENSTROOM,55,PF3910,,,,,Netherlands
244190178,LEAFDE FAN FRYSLAN,69,PF4177,,,,,Netherlands
244196692,THE TULIP,69,PA2239,,,,,Netherlands
244202194,HELSINKI,Tanker,PI6115,,,,,Netherlands
244207000,HENDRIKA BARTELDS,Sailing,PEQP,,,,,Netherlands
244216768,CN11,Dredger,PI5527,,,,,Netherlands
244236647,DUIKIE,99,PB3718,,,,,Netherlands
244250196,STEADY,Sailing,PH8103,,,,,Netherlands
244250729,DE FRIESCHE POORT,69,PG4840,,,,,Netherlands
244250773,POSEIDON,79,PD9464,,,,,Netherlands
244255003,ESPERANCE,79,PB2469,,,,,Netherlands
244260857,RIO GRANDE,,PF9947,,,,,Netherlands
244261000,HEBO-LIFT 7,Dredger,PCQB,,,,,Netherlands
244270379,SUZANNE,Pleasure Craft,PE6516,,,,,Netherlands
244270658,SYRAH,Pleasure Craft,PG2546,,,,,Netherlands
244287000,APOLLO (PILOTS),Pilot Vessel,PCDH,,,,,Netherlands
244308718,OLYMPIA,69,PG3694,,,,,Netherlands
244313824,BLUE SARAH,Tanker,PG6388,,,,,Netherlands
244313949,MS-BOREAS,Pleasure Craft,PE4323,,,,,Netherlands
244315946,BLUE FATIMA,Tanker,PH5977,,,,,Netherlands
244316672,BLUE MARY,Other,PG2207,,,,,Netherlands
244326000,LOTUS,Dredger,PEDF,,,,,Netherlands
244333760,ALEMANNIA,69,PB5824,,,,,Netherlands
244371252,BLUE NATHALIE,Tanker,PA5359,,,,,Netherlands
244372789,KON-TIKI,79,PB8109,,,,,Netherlands
244373285,SANTIS,Tanker,PC2720,,,,,Netherlands
244376506,NZK PONT 103,69,PE5688,,,,,Netherlands
244376509,BLUE RENEE,Tanker,PE9622,,,,,Netherlands
244377391,STOLT LUDWIGSHAFEN,Tanker,PB3517,,,,,Netherlands
244387177,MONDIAL,79,PD6556,,,,,Netherlands
244387898,ANNE,,PH6314,,,,,Netherlands
244398000,KREEFT,Dredger,PFLR,,,,,Netherlands
244406000,EN AVANT 19,Tug,PBQF,,,,,Netherlands
244407000,MIRA (PILOTS),Pilot Vessel,PDSA,,,,,Netherlands
244438010,AMATA,79,PH5365,,,,,Netherlands
244439000,NOORDZEEREUS IV,99,PGDG,,,,,Netherlands
244472000,BARENTSZ UNCREWED,Dredger,PGTV,,,,,Netherlands
244499000,WADDENZEE,55,PILR,,,,,Netherlands
244516000,HARDER,55,PBFU,,,,,Netherlands
244530000,GEERTJE,99,PB5773,,,,,Netherlands
244534000,NEW AMSTERDAM,Cargo,PFIB,,,,,Netherlands
244536000,VB BEVER,Tug,PDAA,,,,,Netherlands
244550000,ESB HYDROGRAAF,Military,PAIC,,,,,Netherlands
244556475,NAVIGATIO,79,PH7778,,,,,Netherlands
244558635,BLUE FROUKJE,Tanker,PE9329,,,,,Netherlands
244559000,HAPPY RIVER,Cargo,PCAW,,,,,Netherlands
244562000,NEERBORG,79,PBAX,,,,,Netherlands
244568000,KNRM-WINIFREDVERKADE,SAR Vessel,PBFV,,,,,Netherlands
244602000,STORTEMELK,Sailing,PHTK,,,,,Netherlands
244615099,WINDBRUID,69,PA2663,,,,,Netherlands
244615120,NOORDZEE,Tug,PAAM,,,,,Netherlands
244615460,UNDINE 6,79,PE5159,,,,,Netherlands
244615494,ROERMOND,Pleasure Craft,PH6762,,,,,Netherlands
244615634,JORINA,69,PC9589,,,,,Netherlands
244618000,MARE (PILOTS),Pilot Vessel,PGNI,,,,,Netherlands
244620292,UTOPIA,69,PI3497,,,,,Netherlands
244620511,MERCURIUS,79,PF2007,,,,,Netherlands
244620698,TWINS,79,PD4825,,,,,Netherlands
244620737,STAATSMAN,Tanker,PF9895,,,,,Netherlands
244620823,CAESAR,79,PI 3034,,,,,Netherlands
244620854,WINDVANGER,69,PE5772,,,,,Netherlands
244620909,SITTARD,Pleasure Craft,PC4344,,,,,Netherlands
244620944,ALBERT PIETER,69,PA4416,,,,,Netherlands
244620946,VEERHAVEN IX,79,PC5205,,,,,Netherlands
244620965,H2BARGE1,99,PI3011,,,,,Netherlands
244620974,COTRANS 10,79,PF9116,,,,,Netherlands
244620986,SEGUNDO,79,PH9079,,,,,Netherlands
244622000,MATADOR,Towing,PFWJ,,,,,Netherlands
244630007,BRENTA,79,PD7452,,,,,Netherlands
244630159,NOORDWESTHOEK 1,69,PH5412,,,,,Netherlands
244630169,TRANSFERIUM,79,PE7525,,,,,Netherlands
244630439,INVOTIS V,79,PH9467,,,,,Netherlands
244630496,FAMKE,99,PD7185,,,,,Netherlands
244630534,CRYPTO,79,PI3001,,,,,Netherlands
244630578,JADE,69,PI3652,,,,,Netherlands
244630606,VICTORIA,79,PI4393,,,,,Netherlands
244630814,HOUSTON,Tanker,PB2035,,,,,Netherlands
244630829,PRIDE OF FAIAL,Tanker,@M.097,,,,,Netherlands
244630851,SPISULA,,PI4984,,,,,Netherlands
244630855,HOOP OP WELVAART,Pleasure Craft,PB2187,,,,,Netherlands
244630858,ADCOR,79,PB2162,,,,,Netherlands
244632000,VIRGINIABORG,Cargo,PBDL,,,,,Netherlands
244646000,WR54 CORNELIS NAN,Fishing,PDJG,,,,,Netherlands
244650128,MARIAN,79,PE4226,,,,,Netherlands
244650180,RES NOVA,79,PF6857,,,,,Netherlands
244650312,AMAZONE,Other,PB3216,,,,,Netherlands
244650324,NORTH CAROLINA,Tanker,PB3237,,,,,Netherlands
244650460,SUMMER BREEZE,Pleasure Craft,PB3586,,,,,Netherlands
244650571,SCALETTA,Tanker,PF6212,,,,,Netherlands
244650588,CRIGEE,79,PD3955,,,,,Netherlands
244650607,QUADRANS 2,Tanker,PB3932,,,,,Netherlands
244650611,VOERENDAAL,Other,PB3936,,,,,Netherlands
244650632,INVOTIS  VIII,99,PA6089,,,,,Netherlands
244650651,VOYAGER,Tanker,PB4020,,,,,Netherlands
244650668,WATERWEG,Cargo,PE8796,,,,,Netherlands
244650711,SOMTRANS XVI,Tanker,PD2077,,,,,Netherlands
244650739,MOONLIGHT,79,PB4168,,,,,Netherlands
244650787,ORTYGIA,20,PH4250,,,,,Netherlands
244650794,PHILOS,Tanker,PB4284,,,,,Netherlands
244650797,GRADATIM,99,PD6376,,,,,Netherlands
244650822,INSOMNIA,Other,PD9825,,,,,Netherlands
244650826,BABBELAER,Passenger,PD4287,,,,,Netherlands
244650832,PARADOX,79,PH8327,,,,,Netherlands
244650845,NOORDSTER II,79,PF5266,,,,,Netherlands
244650849,CAMARO II,79,PF2429,,,,,Netherlands
244650852,ELIONIE,79,PE9525,,,,,Netherlands
244650874,MAREA,79,PB4297,,,,,Netherlands
244650886,VLB-7,Tug,PD2825,,,,,Netherlands
244650920,KRABBEGEUL,79,PE7036,,,,,Netherlands
244650941,LINSI,Cargo,PC3123,,,,,Netherlands
244650957,VERANDERING,Other,PC5237,,,,,Netherlands
244650966,JACOB GZN,79,PF9422,,,,,Netherlands
244651000,POLARIS II,Other,PCLZ,,,,,Netherlands
244660012,NOSCE ORBIS,79,PF6056,,,,,Netherlands
244660017,LAETITIA,20,PF9121,,,,,Netherlands
244660039,SPES NOVA,Cargo,PI3999,,,,,Netherlands
244660049,HANZESTAD,79,PF5551,,,,,Netherlands
244660061,FATAMORGANA,79,PB4441,,,,,Netherlands
244660111,VANTAGE,Tanker,PB4488,,,,,Netherlands
244660128,ZWARTE GANS,Tug,PE3310,,,,,Netherlands
244660163,SILENCIO,79,PD3813,,,,,Netherlands
244660166,CONTO-MIO,79,PD6673,,,,,Netherlands
244660214,PRINCESS,Cargo,PE6347,,,,,Netherlands
244660216,BROEDERTROUW 2,79,PG7286,,,,,Netherlands
244660221,EEMSTEYN,79,PD8863,,,,,Netherlands
244660235,LEENDERT SR,99,PF7302,,,,,Netherlands
244660287,TERRA,79,PD6559,,,,,Netherlands
244660292,ANCORA-IMPARO,79,PH8621,,,,,Netherlands
244660306,PROVIDENTIA,79,PI5543,,,,,Netherlands
244660338,DESTINATIE,79,,,,,,Netherlands
244660361,PROCYON,79,PE6424,,,,,Netherlands
244660365,AMIRA,79,PD2848,,,,,Netherlands
244660390,LAHRINGEN,99,PH5124,,,,,Netherlands
244660418,BRISE,Tanker,PF3214,,,,,Netherlands
244660441,MERCUR,79,PE4495,,,,,Netherlands
244660507,KOOPHANDEL II,69,PF9638,,,,,Netherlands
244660522,LAURINA,79,PF3994,,,,,Netherlands
244660524,CATHARINAPLAAT,69,PH7951,,,,,Netherlands
244660542,VERA,79,PI3906,,,,,Netherlands
244660619,COMMANDO,79,PI7789,,,,,Netherlands
244660639,VLAARDINGEN,Tanker,PD3559,,,,,Netherlands
244660649,STOLT WAAL,Tanker,PI4188,,,,,Netherlands
244660658,BEP GLASIUS,69,PF2836,,,,,Netherlands
244660659,AEGIR,,PD2303,,,,,Netherlands
244660698,ORA ET LABORA,79,PG3729,,,,,Netherlands
244660704,CORENDIJCK,Cargo,PE7062,,,,,Netherlands
244660713,ANTONIE,20,PF7134,,,,,Netherlands
244660727,MERCATOR,79,PH4838,,,,,Netherlands
244660729,ORION 4,Other,PH2485,,,,,Netherlands
244660742,MIRAGE,79,PE6597,,,,,Netherlands
244660778,SUBURBAN,79,PH2088,,,,,Netherlands
244660790,ORA ET LABORA,79,PD3324,,,,,Netherlands
244660815,VLISSINGEN,Other,PE7597,,,,,Netherlands
244660820,VELDEN,Tanker,PD2791,,,,,Netherlands
244660830,SHALIMAR,79,PD4710,,,,,Netherlands
244660885,INVONTES,79,PD8987,,,,,Netherlands
244660886,ALPHA,79,PD5781,,,,,Netherlands
244660891,NELLIE,Tanker,PE8126,,,,,Netherlands
244660894,ANGELINE,,PD2038,,,,,Netherlands
244660904,JULIAM,79,PG9291,,,,,Netherlands
244660911,ZUIDENWIND,Pleasure Craft,PE6841,,,,,Netherlands
244660917,ALWI B,79,PF8632,,,,,Netherlands
244660941,AAGTJE,Passenger,PD2235,,,,,Netherlands
244660945,ALENA,20,PD2833,,,,,Netherlands
244667000,PHOCA,55,PHBF,,,,,Netherlands
244667197,ALICE,,PA2619,,,,,Netherlands
244670016,PASSAAT,99,PE4196,,,,,Netherlands
244670030,ARUBA,99,PE7349,,,,,Netherlands
244670040,VISIOEN,Tanker,PE5314,,,,,Netherlands
244670095,ATLANTIC SUPPLIER,99,PB2294,,,,,Netherlands
244670109,HYDROVAC 5,Tanker,PH3378,,,,,Netherlands
244670121,COSMOPOLITE,99,PB5115,,,,,Netherlands
244670162,OLIESERVICE 1,99,PD9796,,,,,Netherlands
244670168,ZWAANTJE 1,Tanker,PE9260,,,,,Netherlands
244670178,ZWAANTJE 10,99,PE3260,,,,,Netherlands
244670187,SPES,66,PG9654,,,,,Netherlands
244670219,SPES NOVA,69,PE8852,,,,,Netherlands
