MMSI,Vessel Name,IMO Number,Call Sign,Vessel Type,Length,Breadth,Depth,Flag
538009948,KAPTA DIMITROS,IMO9928736,V7A5378,Cargo,200,32,12.9,Marshall Islands
477716400,CSSC IMMINGHAM,IMO9853929,VRTY9,Cargo,255,43,9.0,Unknown
477150800,GOODWYN ISLAND,IMO9802308,VRRL7,Cargo,200,32,10.1,Unknown
538009231,CL HUAIYANG,IMO9732929,V7A4483,Tanker,183,32,12.3,Marshall Islands
477103900,CEMTEX RENAISSANCE,IMO9599119,VRQZ2,Cargo,240,38,7.6,Unknown
636014968,YM PORTLAND,IMO9236535,A8XT4,Cargo,286,32,12.2,Unknown
255806117,JOHANNA G,IMO9285940,CQAA3,Cargo,200,24,6.5,Portugal
235108534,KMARIN REASON,IMO9683087,2ICI7,Tanker,250,44,11.5,United Kingdom
431332000,MOL COMMITMENT,IMO9629902,7JXG,Cargo - Hazmat A,316,46,13.1,Japan
636023188,SHOHO MARU 3,IMO9965825,5LML9,Cargo,235,38,7.7,Unknown
229945000,CONTI CORTESIA,IMO9293753,9HA5641,Cargo - Hazmat A,335,42,10.3,Malta
636024110,TISCAPA,IMO9984338,5LRA5,Cargo,170,28,8.3,Unknown
255915805,CYCLADIC SPIRE,IMO9609330,CQ2263,Cargo,178,29,6.4,Portugal
636023390,TROUVAILLE,IMO9939632,5LNM2,Tanker,183,32,8.0,Unknown
636017330,NEW KEEPER,IMO9736391,D5KJ9,Cargo,177,29,11.2,Unknown
477806000,OOCL SAN FRANCISCO,IMO9199268,VRWN4,Cargo - Hazmat A,278,40,12.4,Unknown
257713000,HOEGH TRIDENT,IMO9075709,LAKP7,Cargo,200,32,9.3,Norway
244962000,NORDNES,IMO9229910,PHOG,Cargo,166,24,10.7,Netherlands
636023240,DONGBANG GIANT NO.2,IMO9481788,5LMS4,79,145,38,4.5,Unknown
636024111,TOROGOZ,IMO9984340,5LRA6,Cargo,170,28,8.9,Unknown
248546000,ANATOLI,IMO9791987,9HA4699,Cargo,199,32,6.6,Malta
636019181,PACIFIC JADE,IMO9867803,D5TH8,Tanker,183,32,10.2,Unknown
241190000,MINERVA ZEN,IMO9410909,SVBN3,Tanker,183,32,7.3,Greece
477664800,CS JI NAN,IMO9874686,VRTW5,Cargo,292,45,9.9,Unknown
636020110,YANGZE 17,IMO9893759,D5XS4,Cargo,229,32,7.5,Unknown
229738000,MEXICAN BAY,IMO9064839,9HA3565,Cargo,144,21,20.0,Malta
441992000,ASIAN VISION,IMO9122966,D8CU,Cargo,200,32,8.6,South Korea
538008385,KAI XUAN,IMO9452139,V7YL7,Cargo,199,32,7.0,Marshall Islands
563242800,DOUBLE DELIGHT,IMO9738806,9V9336,Cargo,235,38,7.7,Singapore
477986300,GOLDEN ZHOUSHAN,IMO9448554,VRHS4,Cargo,291,45,8.9,Unknown
538010007,VEGA EVEREST,IMO9602693,V7A5454,Cargo,180,29,6.8,Marshall Islands
477690200,SYLVIE,IMO9332066,VRCQ2,Tanker,174,28,10.5,Unknown
249459000,HAFNIA TAURUS,IMO9461673,9HA4252,Tanker,183,32,10.7,Malta
636019016,PORO NUPURI MARU,IMO9837303,D5SN5,Cargo,235,43,9.2,Unknown
636016342,AKATSUKI,IMO9665920,D5FR3,Cargo,235,43,7.5,Unknown
403648000,AJWAD,IMO9830795,HZNQ,Tanker,333,60,11.1,Saudi Arabia
477886400,WL UGLICH,IMO9674373,VRVA8,Cargo - Hazmat A,180,30,6.5,Unknown
229720000,ATALANTE,IMO9363168,9HA3548,Fishing,150,26,5.4,Malta
636021251,MSC ADONIS,IMO9706310,5LDA3,Cargo,300,48,10.0,Unknown
248506000,FOUR TURANDOT,IMO9480710,9HA4679,Cargo,180,30,9.2,Malta
636025363,STAR DUBLIN,IMO9699323,5LXB7,Cargo,199,32,7.0,Unknown
255803680,MSC BRIDGEPORT,IMO9243409,CQRK,Cargo - Hazmat A,323,43,12.7,Portugal
228458700,HOJO,IMO9457543,FMYM,Tanker,330,60,17.5,France
256421000,ROCHESTER,IMO9991628,9HA5830,Cargo,179,30,8.7,Malta
405000388,MEGHNA HOPE,IMO9928841,S2CK7,Cargo,200,36,7.0,Unknown
636019819,FEDERAL OSAKA,IMO9853436,D5WH8,Cargo,199,32,6.8,Unknown
563271800,NYON,IMO9888039,9VMD2,Cargo,199,32,7.0,Singapore
563050600,MAERSK MONTE ALTO,IMO9283227,9V8403,Cargo - Hazmat A,272,40,11.0,Singapore
235102768,EMERALD BAY,IMO9385075,2HDO6,Cargo,177,28,10.5,United Kingdom
210109000,STAR MERLIN,IMO9325609,5BJW6,Tanker,185,32,7.0,Cyprus
219510000,MAERSK LUZ,IMO9526904,OZGI2,Cargo - Hazmat A,300,46,13.1,Denmark
271044691,OTTOMAN COURTESY,IMO9788708,TCA4455,Tanker,269,46,10.9,Turkey
219068000,SANTA BARBARA,IMO9430399,OXCH2,79,300,43,12.5,Denmark
538006419,FEDERAL BARENTS,IMO9697820,V7FY7,Cargo,200,23,6.4,Marshall Islands
538005657,DONG-A GLAUCOS,IMO9441867,V7DB3,Cargo,232,32,9.1,Marshall Islands
563279600,SEASPAN BRIGHTNESS,IMO9685346,9VMW9,Cargo - Hazmat A,337,48,13.1,Singapore
229748000,STENA IMPERIAL,IMO9667485,9HA5586,82,183,32,8.2,Malta
636024002,MINERVA VIRGO,IMO9307827,5LQM3,Tanker,183,32,8.0,Unknown
215400000,OSOGOVO,IMO9498250,9HA2725,Cargo,186,23,8.1,Malta
256312000,HTM WARRIOR,IMO9399911,9HA2002,Tanker,183,32,8.2,Malta
232063279,OM BORNEO,IMO9341445,MSRI6,Tanker,176,30,7.4,United Kingdom
235603000,EVER ETHIC,IMO9241293,VQFS4,Cargo,299,42,12.0,United Kingdom
413689000,CHANG HANG XIAN FENG,IMO9379791,BUPI,Tanker,184,32,11.2,China
210843000,SEABOARD PACIFIC,IMO9393553,5BVW2,Cargo,159,27,7.0,Cyprus
636018643,TAHO EUROPE,IMO9805790,D5QR3,Cargo,228,36,7.8,Unknown
255805863,PACIFIC HONOUR,IMO9425162,CQZJ,Cargo,166,27,5.4,Portugal
636093271,HUMBOLDT EXPRESS,IMO9938444,5LPH8,Cargo,335,51,13.0,Unknown
566335000,NYK FUSHIMI,IMO9487964,9V8741,73,266,36,11.4,Singapore
414544000,KUAI BANG HAI 18,IMO9330678,BOSN4,Cargo,190,32,11.7,China
477353300,OCEAN APHRODITE,IMO9534999,VRHU6,Cargo,230,38,7.7,Unknown
538008333,KAPSALI,IMO9587312,V7A2247,Tanker,274,48,15.5,Marshall Islands
563141200,YM TRUST,IMO9789972,9V6597,72,333,48,10.8,Singapore
477144800,CSCL SAN JOSE,IMO9402615,VREP4,Cargo,208,29,9.7,Unknown
636025531,SEABOARD RANGER,IMO9383297,A8RF7,79,148,24,7.2,Unknown
636024330,HMM TOPAZ,IMO9955284,5LSB8,Cargo,336,51,14.0,Unknown
538010144,SOUTH LOYALTY,IMO9537769,V7A5672,Tanker,332,60,11.2,Marshall Islands
563071600,CASTARA,IMO9834155,9VNL5,Tanker,186,32,8.2,Singapore
538007767,ARABIAN SEA,IMO9483786,V7EA7,Cargo,183,32,9.0,Marshall Islands
636018143,AAL KOBE,IMO9498444,D5OJ7,79,194,28,8.8,Unknown
538011158,AL BATEEN,IMO9668984,V7A6676,Cargo,240,38,8.0,Marshall Islands
228459900,CMA CGM BIG SUR,IMO9938169,FMYS,Cargo - Hazmat A,366,51,15.5,France
538010978,LVM WARRIOR,IMO9694189,V7A6400,Tanker,183,32,8.5,Marshall Islands
636021667,MSC C. MONTAINE,IMO9930961,5LFC4,74,366,51,12.0,Unknown
256562000,PIRIN,IMO9381861,9HXN8,Cargo,168,25,5.4,Malta
636016926,GANT FLAIR,IMO9554066,D5IK8,Cargo,169,27,9.4,Unknown
258121000,FLOYEN,IMO9749790,LATN8,82,147,24,10.1,Norway
636023876,UMM AL HOUL,IMO9977244,5LPW2,Tanker,290,46,9.5,Unknown
538004966,GRIZZLY,IMO9659232,V7AC7,Cargo,228,32,8.3,Marshall Islands
636021995,MSC ILLINOIS VII,IMO9197545,5LGR6,Cargo,304,40,11.4,Unknown
255616000,ERNST OLDENDORFF,IMO9702637,CQAU,Cargo,180,30,10.5,Portugal
228243350,ORION IRIS,IMO9956604,FNWJ,84,290,46,11.5,France
636021263,ASTOR,IMO9934670,5LDB8,Tanker,180,29,7.7,Unknown
246028000,NOORDAM,IMO9230115,PHET,Passenger,285,32,8.0,Netherlands
538009063,GOLDEN FROST,IMO9849899,V7A4260,Cargo,229,32,7.5,Marshall Islands
255916309,MSC OCEAN ONE,IMO9321146,CQ238,Other,49,15,5.2,Portugal
636019333,HOPE,IMO9545053,D5UA7,Cargo,181,30,5.6,Unknown
255916298,POLSTEAM LEBSKO,IMO9971874,CQ2727,Cargo,200,24,11.2,Portugal
538002733,NAVIOS AMARILLO,IMO9324849,V7LE9,74,260,32,12.0,Marshall Islands
477351300,BOCHEM GHENT,IMO9565649,VRIA8,Tanker,170,26,8.4,Unknown
563224500,EVER MASS,IMO9935234,9V7628,74,366,51,13.5,Singapore
241798000,ARGO,IMO9523366,SVDM4,79,110,20,6.7,Greece
563245100,21 SUNNY,IMO9615107,9VAB2,Cargo,180,30,6.2,Singapore
431655000,ONE COLUMBA,IMO9806055,7KIX,Cargo,364,51,10.0,Japan
247415600,PRYSMIAN MONNA LISA,IMO9995911,IBAD,Other,171,34,8.1,Italy
636093160,AL SAFAT,IMO9349497,D5MD9,79,306,40,11.7,Unknown
219377000,MAERSK CURACAO,IMO9786205,OZAI2,Tanker,183,32,11.2,Denmark
215077000,JS INEOS MARLIN,IMO9799379,9HA4949,Tanker,232,36,7.9,Malta
538006946,YASA HAWK,IMO9619531,V7TD7,Tanker,183,32,11.6,Marshall Islands
636023562,MSC THAIS,IMO9957347,5LOH7,Cargo - Hazmat A,364,51,15.2,Unknown
636025081,PUNTA DEL CHILENO,IMO1030868,5LVS3,Cargo,229,32,9.0,Unknown
255806121,AS CAMELLIA,IMO9314947,CQAA7,74,223,30,9.9,Portugal
241921000,AQUAGRACE,IMO1014577,SVDX3,Cargo,200,32,7.1,Greece
636020828,BBG SINGAPORE,IMO9929027,5LAX5,Cargo,229,32,9.9,Unknown
538008298,GPO SAPPHIRE,IMO9760445,V7A2209,Cargo,225,48,7.9,Marshall Islands
636016900,BARWON,IMO9708318,D5II3,Cargo,225,32,7.6,Unknown
563107400,KN FORTUNE,IMO9880362,9V5052,Cargo,200,32,12.1,Singapore
538009316,GOOBY,IMO9596167,V7A4582,Cargo,190,32,11.5,Marshall Islands
636015183,YM MASCULINITY,IMO9485007,A8ZD2,Cargo,305,40,13.0,Unknown
538011287,SEAWAYS MYSTERY,IMO9392808,V7A6906,Tanker,183,32,11.2,Marshall Islands
244790606,ATLANTIC DAWN,IMO9671450,PCUS,Cargo,111,17,5.5,Netherlands
636093280,FOS EXPRESS,IMO9348699,A8PX5,79,294,32,11.9,Unknown
241768000,DESERT PIONEER,IMO9899193,SVDN5,Cargo,200,32,11.0,Greece
256042000,EMMA A,IMO9308194,9HA5670,Cargo - Hazmat A,213,32,9.8,Malta
636025022,CHAMPION JULIE,IMO9447756,5LVK8,Tanker,183,32,9.6,Unknown
636018725,FPMC 33,IMO9831713,D5RC6,Tanker,183,32,11.8,Unknown
563226700,EVER MAST,IMO9935246,9V7629,74,366,51,13.6,Singapore
636016985,ZIM XIAMEN,IMO9710232,D5IS6,Cargo - Hazmat A,300,48,10.5,Unknown
636022995,BYD EXPLORER NO.1,IMO9955181,5LLK9,Cargo,200,38,9.8,Unknown
538011064,MARLA ROYALTY,IMO9985796,V7A6528,Cargo,200,32,10.1,Marshall Islands
538009563,DEL MONTE PRIDE,IMO9869693,V7A4893,Cargo,192,30,7.9,Marshall Islands
636016399,NAVIGATOR TRITON,IMO9671228,D5FZ5,Tanker,159,24,6.9,Unknown
538005899,CHRISTINAB,IMO9331921,V7HZ3,Cargo,190,32,6.5,Marshall Islands
255915608,ALICIA G,IMO9459955,CQ2066,Cargo,185,24,8.1,Portugal
220416000,GEORG MAERSK,IMO9320257,OYGN2,74,367,43,13.8,Denmark
538008596,KEY OHANA,IMO9478585,V7A2555,79,190,33,6.3,Marshall Islands
220415000,GERD MAERSK,IMO9320245,OYGM2,Cargo - Hazmat A,367,43,15.5,Denmark
563263900,SAN DIEGO BRIDGE,IMO9560376,9VEJ4,Cargo,293,40,13.5,Singapore
255804350,MSC BREMERHAVEN V,IMO9313967,CQSA,Cargo - Hazmat A,295,32,12.8,Portugal
249470000,MARIETTA,IMO1019591,9HA6269,Cargo,200,33,7.1,Malta
477684500,IMPRESSION BAY,IMO9722431,VROV6,Cargo,180,30,7.3,Unknown
563258100,NAVIG8 ESTELLE,IMO9973925,9VDQ8,82,183,32,8.8,Singapore
538011491,KEDARNATH,IMO9699995,V7A3035,Tanker,224,36,7.9,Marshall Islands
636017271,EASTGATE,IMO9478468,D5KC7,Cargo,177,28,6.8,Unknown
431472000,ONE HONOLULU,IMO9588079,7KRR,Cargo,335,46,11.0,Japan
538008634,FAIRCHEM TIGER,IMO9829760,V7A2282,Tanker,159,26,8.8,Marshall Islands
247221100,SARACENA,IMO9334325,IBVS,Tanker,156,26,8.8,Italy
563131500,ONE MANCHESTER,IMO9706748,9V7112,72,366,52,9.4,Singapore
538011108,LOWLANDS WEALTH,IMO9986972,V7A6597,Cargo,199,32,7.9,Marshall Islands
636022987,APOSTOLOS,IMO9957737,5LLJ8,Tanker,299,46,11.6,Unknown
538008114,M /V LADY DENIZ,IMO9550412,V7BY5,79,170,28,7.5,Marshall Islands
563187900,WAN HAI A02,IMO9935090,9V7397,74,336,51,14.9,Singapore
232015468,SEAWAY AIMERY,IMO9694737,MDBO2,9,95,21,6.0,United Kingdom
538004415,HYUNDAI DUBAI,IMO9469900,V7WX5,Cargo,193,28,10.0,Marshall Islands
538007233,SAHARA GAS,IMO9748215,V7SP3,Tanker,180,28,7.9,Marshall Islands
636020921,PACIFIC KOHINOOR,IMO9800661,5LBJ6,Tanker,182,32,11.1,Unknown
636019657,CURACAO,IMO9426142,D5VN3,Cargo,190,32,11.6,Unknown
538009972,FONTANA,IMO9792541,V7A5409,Tanker,274,48,13.5,Marshall Islands
636019215,MSC ALIYA,IMO9842097,D5TM4,Cargo - Hazmat A,366,48,13.6,Unknown
565395000,GREEN PIONEER,IMO9418743,9V8354,Other,75,16,5.4,Singapore
636023537,EDESSAIKOS,IMO9856921,5LOE6,Cargo,199,32,12.1,Unknown
636021472,ZIM ATLANTIC,IMO9440801,5LEC2,Cargo - Hazmat A,262,32,12.1,Unknown
538006962,TOMINI LIBERTY,IMO9718179,V7EF7,Cargo,199,32,10.2,Marshall Islands
440384000,GREEN ONE,IMO9336660,D7KN,Tanker,180,29,10.3,South Korea
257881000,SPAR ARIES,IMO9701920,LATO7,Cargo,199,32,13.4,Norway
538003291,FAIRCHEM FRIESIAN,IMO9367413,V7PU7,Tanker,145,23,9.8,Marshall Islands
215931000,VUKOVAR,IMO9707819,9HA5378,Tanker,183,32,11.6,Malta
205097000,FLANDERS INNOVATION,IMO9897547,ONKT,Tanker,230,36,8.2,Belgium
212258000,ORIENT TIDE,IMO9467550,5BRX2,Cargo,180,30,9.7,Cyprus
563163200,CAPE ELIANTO,IMO9938602,9V7479,Cargo,292,45,11.8,Singapore
538011568,PAVLARA,IMO9741736,V7A3140,Cargo,180,32,11.0,Marshall Islands
636019357,STAR MARISA,IMO9731456,D5UD2,Cargo,300,50,12.1,Unknown
538003651,NAVIOS LAPIS,IMO9431680,V7SG8,Cargo,261,32,9.0,Marshall Islands
538007747,STAR RIVER,IMO9815458,V7DR6,Tanker,180,30,10.1,Marshall Islands
636023108,OCEANIC BREEZE,IMO9451991,5LLZ5,84,174,28,7.2,Unknown
538008553,ATALANTI.GR,IMO9849784,V7A2503,Cargo,199,32,7.0,Marshall Islands
538071405,JUST B,IMO8933978,V7A2416,Pleasure Craft,59,11,4.0,Marshall Islands
548915000,WESTERN STABAEK,IMO9989273,DUHF,Cargo,179,30,8.9,Philippines
538011751,HORDA,IMO1076161,V7A3406,Cargo,200,33,10.8,Marshall Islands
636025414,NANAMI FORTUNE,IMO9712656,5LXI4,Cargo,180,28,7.7,Unknown
563046100,HODAKA GALAXY,IMO9791157,9V5146,Tanker,159,27,9.7,Singapore
636092977,CATHARINA OLDENDORFF,IMO9713923,D5YK7,Cargo,235,38,13.6,Unknown
477269200,OCEAN TIME,IMO9848522,VRSK3,Cargo,229,32,7.6,Unknown
440422000,WHITE ROSE,IMO9324502,D7KJ,Cargo,289,45,17.8,South Korea
636023584,NORD NORFOLK,IMO9984479,5LOK5,Cargo,183,31,10.2,Unknown
636021281,CAPE PHOENIX,IMO9598139,5LDE3,Cargo,292,45,11.1,Unknown
477318500,SHELTER ISLAND,IMO9426336,VRSQ8,Cargo,199,32,6.8,Unknown
538008332,YANNIS P.,IMO9411343,V7A2246,Tanker,274,48,9.3,Marshall Islands
563224200,LIGNUM LINK,IMO9973080,9V8536,Cargo,183,32,8.1,Singapore
249076000,CMA CGM PASSION,IMO9951563,9HA6098,79,268,44,13.2,Malta
636092852,PATRICIA OLDENDORFF,IMO9464584,D5QR8,Cargo,255,43,7.5,Unknown
563166200,GAS BLUEBONNET,IMO9919175,9V7704,Tanker,230,36,8.1,Singapore
636015404,MSC METHONI,IMO9256755,D5AN2,Cargo,305,40,12.7,Unknown
563150100,KOTA CARUM,IMO9494577,9V7838,Cargo,300,40,14.5,Singapore
511101793,BAS MUSTANG,IMO9334648,T8A5282,Tug,31,10,3.3,Unknown
563000900,MAERSK SANTANA,IMO9289934,9V5245,Cargo,334,42,14.0,Singapore
235094626,VECTIS PROGRESS,IMO9626144,2FVR9,Cargo,123,17,7.9,United Kingdom
636022597,PANAMAX NOSTOS,IMO9325051,5LJO7,Cargo,225,32,7.5,Unknown
636016177,CSAV TRANCURA,IMO9627916,D5EV9,Cargo - Hazmat A,300,48,12.4,Unknown
228444600,NANTES KNUTSEN,IMO9926714,FMVT,Tanker,299,47,11.3,France
255916273,CAPE SABLE,IMO9950131,CQ2702,Cargo,189,33,8.1,Portugal
565448000,MAERSK SEMBAWANG,IMO9315226,S6CH3,Cargo,318,40,9.7,Singapore
636093154,NINGBO EXPRESS,IMO9229843,5LJY5,79,320,42,10.8,Unknown
431882000,SHOHAKU,IMO9658927,7KNX,Cargo,235,43,7.6,Japan
538002227,STAR KAMILA,IMO9285043,V7HG5,Cargo,229,32,7.0,Marshall Islands
477539200,FRONT SINGAPORE,IMO9832248,VRTH3,Tanker,275,48,11.8,Unknown
477708100,IPSWICH BAY,IMO9675729,VRUB3,Cargo,180,30,9.4,Unknown
257570000,BOW HECTOR,IMO9363493,LAKE8,Tanker,175,28,6.7,Norway
636022587,COHIBA I,IMO9308869,5LJN4,Cargo,289,45,11.0,Unknown
538007661,SONGA DEVI,IMO9634842,V7ZF9,Cargo,228,32,11.8,Marshall Islands
538004784,AMPHITRITE,IMO9599157,V7ZB5,Cargo,239,38,7.3,Marshall Islands
636024632,NUAIJAH,IMO9976903,5LTN7,Tanker,295,47,11.1,Unknown
636019306,TAHO AUSTRALIA,IMO9846067,D5TX2,Cargo,229,32,7.3,Unknown
636025329,MSC CALAIS,IMO9975600,5LWW9,Cargo,272,43,11.1,Unknown
563087900,BW MATSUYAMA,IMO9836488,9V6305,Cargo,229,32,7.0,Singapore
477182300,OOCL BRUSSELS,IMO9622590,VRLJ3,74,366,48,13.1,Unknown
563220000,THEMIS,IMO9722314,9V3558,Cargo,200,37,9.0,Singapore
563119800,LADY BELLAMELIA,IMO9876919,9V6908,Cargo,229,32,13.5,Singapore
636021502,STELLAR RIONI,IMO9780304,5LEG3,Cargo,183,31,6.7,Unknown
256169000,CMA CGM VOLGA,IMO9705081,9HA3846,Cargo - Hazmat A,300,49,10.0,Malta
248401000,MARIO C,IMO9364526,9HA4639,79,130,22,8.5,Malta
636022699,VITA ATHINA,IMO9808352,5LKA9,Cargo,183,29,10.1,Unknown
538005015,NAVE RIGEL,IMO9638551,V7AK4,Tanker,228,32,8.9,Marshall Islands
215553000,COOL RACER,IMO9869265,9HA5175,Tanker,299,46,9.5,Malta
245226000,FLEVOBORG,IMO9419292,PBMH,Cargo,154,17,7.2,Netherlands
636020107,AGIA DYNAMI,IMO9502764,D5XR9,Cargo,180,28,6.7,Unknown
538011055,MH FUTURE,IMO9986001,V7A6512,Tanker,143,24,8.8,Marshall Islands
538008009,BARRAMUNDI,IMO9813113,V7QX3,81,228,35,12.8,Marshall Islands
255805626,INDEPENDENT PRIMERO,IMO9298636,CQTI,Cargo - Hazmat A,220,32,10.0,Portugal
563043400,ADAM SCHULTE,IMO9700067,9V5699,Cargo,200,32,6.8,Singapore
538005806,SUNNY APATITE,IMO9721891,V7HE3,Tanker,183,32,9.5,Marshall Islands
636021026,AMATERAS HARMONY,IMO9791080,5LBW7,Cargo,180,30,8.3,Unknown
636023071,NEW MAXIMUM,IMO9932672,5LLU7,Cargo,183,32,8.7,Unknown
563049700,STRATEGIC SPIRIT,IMO9626388,9V8673,79,186,28,10.7,Singapore
563278100,COSCO PRINCE RUPERT,IMO9448803,9VMW3,Cargo,334,43,12.5,Singapore
636023708,CASABLANCA TIGER,IMO9965796,5LPA6,Cargo,190,32,8.5,Unknown
255916092,BBC RAINBOW,IMO9423516,CQ2521,Cargo,161,25,6.5,Portugal
538008977,AKMI,IMO9852092,V7A4146,Cargo,200,32,7.3,Marshall Islands
413150000,XIN ZHAN JIANG,IMO9378814,BPBW,Cargo,263,32,11.8,China
215169000,C BALLAD,IMO9046265,9HA2664,Cargo,167,26,7.5,Malta
636024895,MSC LE HAVRE,IMO9975583,5LUU8,Cargo - Hazmat A,272,43,13.6,Unknown
250002903,ARKLOW SPRAY,IMO9649548,EIOG8,Cargo,182,30,6.9,Ireland
228427800,DIA,IMO9723071,FMSW,Tanker,336,60,16.1,France
235050012,AQUITANIA,IMO9300491,MADG,Cargo,189,32,7.1,United Kingdom
440352000,WOOYANG ELITE,IMO9731391,D7JG,Cargo,189,30,7.1,South Korea
636021665,MSC BERANGERE,IMO9930947,5LFC2,74,366,51,10.3,Unknown
477333200,DARYA SATI,IMO9752424,VRQO5,Cargo,200,32,7.0,Unknown
636021037,DELMA,IMO9719408,5LBY3,Tanker,225,36,8.1,Unknown
636023959,PACIFIC ROSE,IMO9994553,5LQG7,Tanker,182,32,7.2,Unknown
636021279,NKR ALICE,IMO9914515,5LDD9,Cargo,199,32,10.4,Unknown
538011692,PACIFIC WEALTH,IMO1065617,V7A3311,Cargo,199,32,13.6,Marshall Islands
636092798,CORCOVADO,IMO9687564,D5HF3,Cargo,299,48,9.8,Unknown
636023267,MSC CANDIDA,IMO9946714,5LMV9,Cargo - Hazmat A,366,51,15.0,Unknown
477832500,OOCL EGYPT,IMO9622631,VRLZ3,Cargo,367,48,13.9,Unknown
265012000,TRAVIATA,IMO9700524,SBJH,Cargo,200,36,9.0,Sweden
538005774,NAVIG8 AVENTURINE,IMO9711547,V7GW6,Tanker,184,27,10.0,Marshall Islands
538009958,GERASIMOS,IMO9510333,V7A5392,Cargo,229,32,7.8,Marshall Islands
249476000,GORTYNIA,IMO9702584,9HA4259,Cargo,292,45,11.9,Malta
232010295,STENA IMPRIMIS,IMO9797395,MBPR7,Tanker,183,32,11.3,United Kingdom
636021147,ATHENA,IMO9497880,5LCN5,Fishing,190,32,10.9,Unknown
636093060,BRUCE,IMO9741140,D5LJ6,Cargo,147,23,8.5,Unknown
538011713,SEAWAYS MELINA,IMO9387944,V7A3342,Tanker,183,32,7.8,Marshall Islands
235067987,COSCO SHANGHAI,IMO9221097,2BOS2,Cargo,279,39,12.3,United Kingdom
255803260,MSC AGAMEMNON,IMO9315381,CQQR,69,318,44,11.7,Portugal
255806298,NORDSEINE,IMO9596052,9HA3825,Cargo,190,29,10.0,Portugal
236112603,SEASTAR VICTORY,IMO9612246,ZDRQ3,Cargo,179,30,6.8,Gibraltar
538004052,ATHENA,IMO9426726,V7UX4,Cargo,199,32,12.1,Marshall Islands
209559000,MSC APOLLO,IMO9247730,5BFA5,Cargo,300,40,12.4,Cyprus
229457000,CMA CGM VELA,IMO9354923,9HA5500,Cargo - Hazmat A,347,46,15.0,Malta
229597000,ZOURVA,IMO9679593,9HA3434,Tanker,333,60,20.6,Malta
636015557,GENUINE ACE,IMO9610418,D5BM4,Cargo,199,32,8.8,Unknown
538008807,BAIACU,IMO9872353,V7A2781,Tanker,228,35,10.0,Marshall Islands
548973000,NORD SANTIAGO,IMO9831488,DUJR,Cargo,180,30,6.8,Philippines
538008903,FEDERAL MOSEL,IMO9766188,V7ET7,Cargo,200,24,7.3,Marshall Islands
636021541,WECO MALOU,IMO9942330,5LEL2,Tanker,183,32,8.1,Unknown
563054800,NAEBA GALAXY,IMO9791169,9V5147,82,159,27,7.9,Singapore
636093219,NAGOYA EXPRESS,IMO9450428,5LMU7,Cargo,335,42,13.6,Unknown
563144400,ORIENT M,IMO9907225,9V7415,Tanker,274,48,9.3,Singapore
636011561,CARLOS FISCHER,IMO9230995,A8AC4,Cargo,204,32,8.2,Unknown
232006301,BRITISH PARTNER,IMO9766530,MAOS2,Tanker,295,46,8.9,United Kingdom
538010693,TS TACOMA,IMO9951733,V7A7274,Cargo - Hazmat A,186,35,10.3,Marshall Islands
636018220,KM LONDON,IMO9811957,D5OR8,Cargo,199,32,11.5,Unknown
563050100,MAERSK CAP CARMEL,IMO9273923,9V2191,Cargo - Hazmat A,208,30,9.1,Singapore
255805689,RIVA,IMO9693331,CQEM,Cargo,180,32,9.8,Portugal
636021058,ECO WILDFIRE,IMO9652492,5LCA8,Cargo,180,28,6.3,Unknown
636020499,MSC VANCOUVER,IMO9285691,D5VS7,Cargo - Hazmat A,300,42,9.8,Unknown
266457000,RAMANDA,IMO9739812,SGRY,Tanker,150,23,7.3,Sweden
538010542,NEJAT,IMO9960186,V7A6194,Cargo,180,30,9.8,Marshall Islands
477617700,OOCL SEOUL,IMO9417244,VRFU8,Cargo,322,42,13.3,Unknown
538011429,SEA FANTASY,IMO9829538,V7A7119,Tanker,120,20,7.5,Marshall Islands
636018565,VIVIT DUBHE,IMO9835173,D5QG8,Tanker,228,36,7.7,Unknown
229541000,VALIANT,IMO9628178,9HA3391,Fishing,300,48,9.9,Malta
636025492,GWEN,IMO9407067,V7LP6,Tanker,144,24,6.0,Unknown
636022844,ITHACA GAS,IMO9987550,5LKR8,Tanker,230,33,7.7,Unknown
205184000,BRUGGE,IMO9941855,ONAB,Tanker,270,46,17.4,Belgium
477681900,LAUST MAERSK,IMO9190743,VRTU9,Cargo - Hazmat A,266,37,14.1,Unknown
219034953,NORD MARVEL,IMO9877561,OUTW2,Tanker,183,32,11.9,Denmark
249058000,CCFORT SAINT CHARLES,IMO9809849,9HA6088,Cargo - Hazmat A,219,36,9.8,Malta
636024675,STAR PEGASUS,IMO9621780,5LTT7,Cargo,189,32,6.3,Unknown
538011497,FORTUNE KNIGHT,IMO1051410,V7A3042,Cargo,229,32,14.4,Marshall Islands
636021428,NORDIC INCHEON,IMO9649873,D5OW3,79,180,30,10.1,Unknown
636093065,LIMA STRAIT,IMO9626364,D5CG2,Cargo,186,28,9.1,Unknown
265884000,UNDINE,IMO9240160,SHJC,Cargo,227,32,8.9,Sweden
636022181,ANDROKLIS,IMO9961441,5LHN9,79,172,27,7.6,Unknown
232057631,ENERGY DELOS,IMO9994565,MRCM7,Tanker,274,48,9.6,United Kingdom
538010532,DEANA,IMO9941996,V7A6181,Cargo,180,30,6.2,Marshall Islands
567651000,GANTA BHUM,IMO9315862,HSB9768,Cargo,222,30,8.2,Thailand
