MMSI,Vessel Name,IMO Number,Call Sign,Vessel Type,Length,Breadth,Depth,Flag
235335000,EVER EAGLE,IMO9241310,ZNZH6,Cargo,299,42,13.2,United Kingdom
636017143,QUEBEC,IMO9744843,D5JM8,Tanker,180,28,7.5,Unknown
477486100,LIVORNO EXPRESS,IMO9610157,VRLU9,Cargo,228,37,10.5,Unknown
477947800,JIN XIANG,IMO9566588,VRKO8,Cargo,200,32,6.4,Unknown
563109900,SOLAR CLAIRE,IMO9882425,9V6570,Tanker,183,32,9.7,Singapore
555555555,TOOTIA,IMO0000000,0,Pleasure Craft,0,0,5.3,Unknown
538010514,ELAFONISOS BAY,IMO9396775,V7A6155,Tanker,183,32,8.2,Marshall Islands
538007520,DSSV PRESSURE DROP,IMO8833867,V7SV6,Other,68,13,4.6,Marshall Islands
636015019,EXPRESS ROME,IMO9484936,A8YC2,Cargo,349,45,15.5,Unknown
249437000,HULIN,IMO9447043,9HRW9,Tanker,131,18,8.0,Malta
563165200,MAERSK SHEKOU,IMO9466984,9V8228,Cargo,333,43,11.6,Singapore
636017659,VEGA LUNA,IMO9364356,A8JG7,Cargo,147,23,8.5,Unknown
477622700,HONG FU,IMO9548550,VRFX7,Cargo,225,32,14.2,Unknown
636022571,BASILISK,IMO9539377,5LJL4,Cargo,162,25,7.2,Unknown
538090551,CHARISMA.GR,IMO9834856,V7A2360,Cargo,180,30,6.5,Marshall Islands
636018146,AAL NEWCASTLE,IMO9498482,D5OK2,Cargo,193,28,11.2,Unknown
255806187,UHL FRONTIER,IMO9789685,CQAI9,Cargo,150,26,7.0,Portugal
215158000,CMA CGM MAGELLAN,IMO9454424,9HA4986,Cargo,366,51,11.6,Malta
636015725,ORANGE TIARA,IMO9624445,D5CL3,Cargo,291,45,18.2,Unknown
210239000,WESTERN FEDORA,IMO9609689,5BPX3,Cargo,187,27,10.9,Cyprus
538010446,AQUAVITA TRUST,IMO9826445,V7A6051,Cargo,196,32,6.9,Marshall Islands
241312000,MAERSK ENPING,IMO9475686,SVBY2,Cargo,366,48,15.5,Greece
240797000,SERENEA,IMO9405423,SVAC6,Tanker,274,48,17.0,Greece
477195900,OCEAN INNOVATION,IMO9659892,VRMA9,Cargo,179,29,10.5,Unknown
636020345,NEOKASTRO,IMO9400215,A8SE6,Cargo,269,33,11.0,Unknown
636014633,QING MAY,IMO9492220,A8VM9,Cargo,299,50,18.4,Unknown
477280900,PORT PEGASUS,IMO9284001,VRAA8,Cargo,177,28,10.0,Unknown
229698000,ZEYNO,IMO9700421,9HA3528,Cargo,199,32,13.3,Malta
538009556,FJ AZALEA,IMO9911771,V7A4885,Cargo,229,32,14.6,Marshall Islands
636092860,AS PAOLA,IMO9312418,D5RA4,Vessel,208,30,9.2,Unknown
249055000,CELEBRITY MILLENNIUM,IMO9189419,9HJF9,Passenger,293,32,8.3,Malta
538009660,CLIPPER TYNE,IMO9594535,V7A5008,Cargo,175,27,10.3,Marshall Islands
567097000,MOOKDA NAREE,IMO9354741,HSIM,Cargo,178,28,9.8,Thailand
224436000,BARCELONA KNUTSEN,IMO9401295,EACW,Tanker,289,45,12.9,Spain
518100405,HAI SOON 61,IMO9276901,E5U3321,Tanker,106,16,6.8,Unknown
241809000,ANTONIS I.ANGELICOUS,IMO9930777,SVDQ2,Tanker,330,60,11.8,Greece
210508000,GEOQUIP SAENTIS,IMO9282132,5BBX6,Other,82,18,5.9,Cyprus
636019971,KILIAN OLDENDORFF,IMO9863089,D5XA8,Cargo,229,32,14.7,Unknown
538002631,STAR JENNIFER,IMO9354856,V7KK2,Cargo,229,32,14.4,Marshall Islands
253309000,SIMON STEVIN,IMO9464807,LXUB,Other,191,40,9.3,Unknown
636020187,DIONI,IMO9425930,D5YC2,Cargo,190,32,6.5,Unknown
256293000,ORION MONET,IMO9888766,9HA5789,Tanker,293,46,9.1,Malta
431161000,CORONA QUEEN,IMO9477191,7JUC,Cargo,228,37,7.5,Japan
477372800,DHT STALLION,IMO9813448,VRSX9,Tanker,336,60,20.4,Unknown
253339000,MARIN,IMO8912376,LXMV,Cargo,114,18,6.2,Unknown
538010090,SEAWAYS EXCELSIOR,IMO9933597,V7A5583,Tanker,336,60,11.2,Marshall Islands
636022740,KAGURA,IMO9950636,5LKF6,Cargo,235,43,7.6,Unknown
636020293,KALOLIMNOS,IMO9796705,D5QY4,Tanker,147,23,6.4,Unknown
538006605,HAMBURG,IMO9332860,V7OZ6,Cargo,293,40,14.0,Marshall Islands
419667000,JAG PRAKASH,IMO9315721,AUNM,Tanker,183,32,12.4,India
538009775,HOYANGER,IMO9100073,V7A5147,Cargo,214,31,9.5,Marshall Islands
578001500,LE BELLOT,IMO9852418,FLZG,Passenger,131,18,4.7,Unknown
477476200,OSLO VENTURE,IMO9693185,VRNT9,Cargo,199,32,13.3,Unknown
636022134,RED SAKURA,IMO9781968,5LHI4,Cargo,200,32,7.2,Unknown
477157900,ZEA SERVANT,IMO9741126,VRRM4,Cargo,147,23,6.5,Unknown
636014798,GENCO MARE,IMO9450765,A8WP4,Cargo,180,30,9.9,Unknown
267589210,GALE,IMO100634934,WDG9578,Tug,20,8,1.8,Unknown
577380000,BONNIE G,IMO8023864,YJWF8,Cargo,56,12,3.3,Unknown
636019728,MV MINERAL SUBIC,IMO9456678,D5VW4,Cargo,292,46,8.8,Unknown
636013470,ERMIONE,IMO9360025,A8NE9,Cargo,190,32,12.7,Unknown
538003197,SEAWAYS SIFNOS,IMO9384033,V7PA5,Tanker,183,32,13.1,Marshall Islands
215564000,YUKA D,IMO9586710,9HA5165,Cargo,179,28,6.3,Malta
720202000,INTL VICTORY,IMO8977766,CPA3027,Cargo,33,12,2.2,Unknown
477013900,NEW JOVIALITY,IMO9486491,VRIO2,Tanker,332,60,22.7,Unknown
563150500,MH ARPEGGIO,IMO9916965,9V7869,Cargo,199,32,6.8,Singapore
636020106,AGIOS NIKOLAOS,IMO9502776,D5XR8,Cargo,180,28,11.2,Unknown
538009905,CASPAR,IMO9926661,V7A5320,Tanker,330,60,13.2,Marshall Islands
538010506,SSI AURORA,IMO9960239,V7A6143,Cargo,200,32,6.9,Marshall Islands
538010451,SSI INEVITABLE,IMO9336012,V7A6058,Cargo,289,45,14.3,Marshall Islands
636014251,ZOUZOU N,IMO9410222,A8SM6,Tanker,274,50,16.0,Unknown
538009332,WONDER SIRIUS,IMO9285847,V7A4606,Tanker,250,44,12.8,Marshall Islands
636023130,CAPE SATSUKI,IMO9960136,5LMC8,Cargo,292,45,9.5,Unknown
265013000,RAMELIA,IMO9818280,SGWI,Tanker,150,23,7.4,Sweden
538005454,PENDULUM,IMO9344095,V7EC9,Cargo,228,32,14.4,Marshall Islands
636020728,MSC VILDA X,IMO9146479,5LAK5,Cargo,347,43,10.0,Unknown
563128700,PERTAMINA PRIME,IMO9888508,9V8189,Tanker,330,60,13.7,Singapore
636023238,MR EUPHRATES,IMO9421324,5LGY9,Tanker,182,32,11.2,Unknown
538009659,CLIPPER TRENT,IMO9587233,V7A5007,Cargo,181,30,10.0,Marshall Islands
636092898,CCNI ANDES,IMO9718935,D5IN3,Cargo,300,49,10.1,Unknown
566365000,CSK UNITY,IMO9727314,9V3127,Cargo,224,32,14.4,Singapore
636092152,E R BORDEAUX,IMO9483229,A8XQ7,Cargo,187,32,12.8,Unknown
258933000,YARA NAUMA,IMO9734848,LAXS7,Tanker,160,26,7.5,Norway
277550000,VICTORIA,IMO9165308,LYBE,Cargo,101,18,4.9,Unknown
538008046,ELLI,IMO9412452,V7CI6,Tanker,250,44,8.2,Marshall Islands
538005216,AM ANNABA,IMO9669330,V7BY3,Cargo,225,32,14.3,Marshall Islands
477559900,TIANJIN VENTURE,IMO9457294,VRFM4,Cargo,189,32,12.5,Unknown
563165500,WAN HAI 351,IMO9553763,9V7379,Cargo,204,35,10.0,Singapore
636022457,KARLOVASI,IMO9951783,5LIW8,Cargo,199,32,6.7,Unknown
999999999,T/T BOUDACIOUS,IMO0000000,TTTTTTT,Pleasure Craft,2,2,9.3,Unknown
636022113,ZIM VIETNAM,IMO9244922,5LHG2,Cargo,304,40,10.3,Unknown
210777000,UBC SAIKI,IMO9255062,P3GY9,Cargo,171,27,10.4,Cyprus
266282000,ANIARA,IMO9377494,SKJC,Cargo,237,32,8.7,Sweden
538010955,ELEGANT VOYAGER,IMO9547506,V7A6364,Tanker,179,32,12.2,Marshall Islands
477133500,BELLE PLAINE,IMO9638434,VRNA5,Cargo,180,30,6.6,Unknown
548737000,DIAMOND TRADER,IMO9936783,DYKZ,Cargo,229,33,7.5,Philippines
477636500,BOCHEM LONDON,IMO9743849,VRQF6,Tanker,145,24,7.0,Unknown
477552200,SAFMARINE NOKWANDA,IMO9294393,VRLA4,Cargo,265,37,13.4,Unknown
636021122,MSC RAYSHMI,IMO9785457,5LCK2,Cargo,328,48,13.8,Unknown
403529000,AMJAD,IMO9779800,HZSH,Tanker,333,60,10.5,Saudi Arabia
255806049,NORDTIGRIS,IMO9741700,CQIR8,Cargo,190,28,8.5,Portugal
271043415,SAKARYA,IMO9257199,TCVU3,Cargo,170,27,5.5,Turkey
563169400,WINDSWEPT,IMO9399806,9V8373,Cargo,224,31,9.8,Singapore
538007181,LEICESTER,IMO9792266,V7XE6,Tanker,333,60,13.7,Marshall Islands
538005269,STI OPERA,IMO9669940,V7CJ3,Tanker,183,32,11.9,Marshall Islands
241796000,YIANNIS LATSIS,IMO9923487,SVDP2,Tanker,330,60,20.4,Greece
477202200,COSNEW LAKE,IMO9804289,VRSA3,Tanker,333,60,15.2,Unknown
414043000,YUE DIAN 102,IMO9615121,BOKC,Cargo,254,43,9.3,China
538004328,COLUMBA,IMO9594602,V7WL3,Cargo,189,32,12.8,Marshall Islands
636022138,VAN JAGUAR,IMO9692662,5LHI8,Cargo,198,32,7.4,Unknown
477591100,FRONT SAMARA,IMO9845130,VRTI3,Tanker,275,48,10.1,Unknown
414109000,CHANG HANG HAN HAI,IMO9628752,BUJE,Cargo,200,32,7.1,China
255804340,HARBOUR PIONEER,IMO9572757,CQNZ,Tanker,161,23,9.0,Portugal
477244300,IWAGI ISLAND,IMO9846251,VRSG9,Cargo,180,30,8.2,Unknown
576079000,C-STAR,IMO9382475,YJUX7,Other,59,14,5.0,Unknown
215460000,WISBY BARBADOS,IMO9395745,9HA5118,Tanker,122,19,6.9,Malta
636020937,MSC YURIDA III,IMO9344564,5LBL9,Cargo,200,40,10.5,Unknown
538009486,IONIAN SPIRIT,IMO9747235,V7A4801,Cargo,180,30,6.0,Marshall Islands
538006069,JANE S,IMO9702209,V7JJ4,Tanker,182,32,11.1,Marshall Islands
983576573,CDNQUEST TENDER N20,IMO9198355,3FPQ9,Other,12,4,1.5,Unknown
219155000,MAERSK EVORA,IMO9458080,OXVS2,Cargo,366,48,15.5,Denmark
538010366,CLIPPER KATE,IMO9721061,V7A5947,Cargo,199,32,13.4,Marshall Islands
538071238,GIRAUD,IMO9707209,V7UE6,Pleasure Craft,40,8,2.4,Marshall Islands
636017002,SYROS I,IMO9597800,D5IV5,Cargo,229,32,7.0,Unknown
414058000,RUI NING 20,IMO9595682,BFAR4,Cargo,225,33,7.2,China
538009261,BASIC VICTORY,IMO9836787,V7A4520,Cargo,229,32,7.4,Marshall Islands
219558000,HAPPY PEREGRINE,IMO9553660,OWWQ2,Tanker,143,22,6.8,Denmark
636020285,AUGUST OLDENDORFF,IMO9692686,D5YN5,Cargo,198,32,6.5,Unknown
636020339,GLORIOUS SKY,IMO9582946,D5YT8,Cargo,229,32,7.2,Unknown
566267000,CRIMSON ACE,IMO9727429,9V2688,Cargo,229,32,7.3,Singapore
636023599,MAPLE PEACE,IMO9256884,5LOM4,Cargo,225,32,13.1,Unknown
258640000,CLIPPER NEPTUN,IMO9372432,LAHY6,Tanker,204,32,12.1,Norway
477648100,NELE MAERSK,IMO9192442,VRTU3,Cargo,198,30,9.6,Unknown
636022873,MSC ATHENS,IMO9618305,5LKV5,Cargo,300,48,6.6,Unknown
255801360,WARLOCK,IMO8519590,CQRT,Towing,37,11,4.8,Portugal
255804290,HARBOUR PROGRESS,IMO9572745,CQNY,Tanker,161,23,9.0,Portugal
563174100,WAN HAI 357,IMO9930387,9V7389,Cargo,204,35,11.2,Singapore
477654500,MOUNT CAMERON,IMO9760598,VRPP7,Cargo,170,28,7.1,Unknown
538009900,SDTR HERA,IMO9877901,V7A5315,Cargo,227,36,7.9,Marshall Islands
563136900,CLEAROCEAN HICKORY,IMO9916616,9V7209,Tanker,183,32,8.0,Singapore
565252000,OCEAN WINTER,IMO9379064,S6HB5,Tanker,178,31,11.1,Singapore
205657000,ILMA,IMO9588392,ONHX,Tanker,333,60,22.6,Belgium
256240000,RESKO,IMO9393462,9HA5758,Cargo,190,24,8.1,Malta
210470000,CLIMATE RESPECT,IMO9932737,5BAW6,Cargo,229,37,9.9,Cyprus
414706000,ZHAO YANG FENG,IMO9576791,BRPJ,Cargo,225,32,14.2,China
518100785,JANUS,IMO6821638,E5U3785,Fishing,68,10,7.4,Unknown
636019385,ELANDRA CORALLO,IMO9396751,D5UG4,Tanker,183,32,9.0,Unknown
636019542,ML HERON,IMO9700043,D5UZ2,Cargo,200,32,11.5,Unknown
636022750,SAPPHIRA,IMO9336983,5LKG8,Tanker,275,48,8.7,Unknown
636014465,MADISON ORCA,IMO9424209,A8UA7,Other,339,60,22.3,Unknown
477224800,SAGA FRAM,IMO9613874,VRLL3,Cargo,199,32,13.3,Unknown
229729000,HENRIETTA PG,IMO9238442,9HA5573,Tanker,131,19,5.4,Malta
578001200,LE DUMONT D'URVILLE,IMO9814052,FLDS,Passenger,131,18,4.7,Unknown
538008164,HAMBURG EAGLE,IMO9698587,V7A2031,Cargo,200,32,8.0,Marshall Islands
477520600,CENDANA,IMO9263071,VRAE9,Cargo,189,30,11.8,Unknown
249255000,BASAT,IMO9447029,9HNX9,Tanker,131,18,8.0,Malta
564734000,HOEGH YOKOHAMA,IMO9185451,S6TV,Cargo,179,32,10.2,Singapore
538006815,CP TIANJIN,IMO9710505,V7NY7,Cargo,199,32,7.4,Marshall Islands
247405800,GRANDE MIRAFIORI,IMO9782687,IBQY,Cargo,199,36,8.6,Italy
248122000,GLYFADA I,IMO9473145,9HA2185,Cargo,225,32,14.2,Malta
228420900,MALAGA KNUTSEN,IMO9904182,FMRT,Tanker,299,47,9.7,France
636015993,LAKE KIVU,IMO9308792,D5DX4,Cargo,182,31,9.0,Unknown
563176700,ORIENT PEONY,IMO9946764,9V5658,Cargo,229,32,7.3,Singapore
636020518,RICHMOND PEARL,IMO9347889,D5ZO5,Cargo,190,32,0.0,Unknown
538004100,TANTA T,IMO9497086,V7VE4,Cargo,177,28,10.2,Marshall Islands
477139600,GREAT BEAUTY,IMO9792876,VRQA9,Cargo,179,32,9.0,Unknown
248264000,TUGELA,IMO9505065,9HA2292,Cargo,229,32,11.3,Malta
477252100,COSWISDOM LAKE,IMO9727194,VRQD5,Tanker,333,60,21.0,Unknown
235572000,ANVIL POINT,IMO9248540,VQBR7,Cargo,193,26,7.4,United Kingdom
636020136,SWIFT HANGZHOU,IMO9502609,D5XV7,Cargo,229,32,9.5,Unknown
636019434,MSC ROWAN,IMO9477610,A8XR8,Cargo,261,32,12.1,Unknown
538009906,DEGAS,IMO9926673,V7A5321,Tanker,330,60,20.9,Marshall Islands
477855600,YOCHOW,IMO9728394,VROI6,Cargo,179,30,9.8,Unknown
538009684,BOW CLIPPER,IMO9047518,V7A5039,Tanker,184,33,7.1,Marshall Islands
538007384,MERITIUS,IMO9515632,V7FW9,Cargo,169,27,5.3,Marshall Islands
538004658,ANTOINE,IMO9478755,V7YH2,Cargo,189,32,12.6,Marshall Islands
566673000,EVER LAUREL,IMO9595474,9V9287,Cargo,334,45,14.2,Singapore
414385000,HUAN HANG 19,IMO9646625,BTHA4,Cargo,225,32,11.8,China
565706000,KOTA SEJARAH,IMO9681247,9V2126,Cargo,228,37,12.4,Singapore
538071541,MISS ANNA,IMO9917115,V7A4331,Pleasure Craft,0,0,1.9,Marshall Islands
538005117,STI LE ROCHER,IMO9645762,V7BC9,Tanker,183,32,12.9,Marshall Islands
229796000,COOL EXPLORER,IMO9640023,9HA3616,Tanker,280,43,11.8,Malta
636015760,OCEANLADY,IMO9641364,D5CQ6,Cargo,190,32,9.3,Unknown
246467000,FAIRPARTNER,IMO9243849,PHEC,Cargo,143,26,7.5,Netherlands
538007758,OSLO EAGLE,IMO9699282,V7TO2,Cargo,199,32,13.4,Marshall Islands
636020434,CELESTE NOVA,IMO9534054,D5ZF7,Tanker,333,60,19.5,Unknown
477151500,SAGA FLORA,IMO9502348,VRRM5,Cargo,199,32,10.4,Unknown
538090601,VEGA VELA,IMO9306823,V7A4895,Cargo,148,23,6.6,Marshall Islands
229342000,IOLCOS CONFIDENCE,IMO9598799,9HA3249,Cargo,225,32,14.3,Malta
636019320,CL QINGSHUI HE,IMO9880295,D5TY9,Cargo,228,32,8.8,Unknown
248024000,BERGEN TS,IMO9737400,9HA4477,Tanker,250,44,13.7,Malta
244224000,WAALBORG,IMO9505546,PBET,Cargo,107,18,5.3,Netherlands
215193000,GOLD POINT,IMO9506693,9HA2669,Tanker,183,32,13.2,Malta
414478000,GUO YUAN 88,IMO9864198,BOMS6,Cargo,230,35,8.2,China
613914101,BUSH MASTER,IMO8359067,TJM0163,Other,36,9,1.3,Unknown
636091030,HELLE RITSCHER,IMO9333371,A8IS6,Cargo,178,27,10.8,Unknown
538002381,DESERT SYMPHONY,IMO9320996,V7IH9,Cargo,189,32,12.6,Marshall Islands
636023252,YM WARRANTY,IMO9757228,5LMT9,Cargo,366,51,12.4,Unknown
477521100,SIDER MONTEDIPROCIDA,IMO9868443,VRTE2,Cargo,180,30,6.4,Unknown
636014806,DORIC WARRIOR,IMO9453511,A8WQ4,Cargo,229,38,14.9,Unknown
563107500,LOWLANDS TEAL,IMO9853060,9V6823,Cargo,235,38,8.1,Singapore
636020450,GCL LEADER,IMO9902550,D5ZH5,Cargo,229,32,8.1,Unknown
636015348,EUROCHAMPION 2004,IMO9299666,D5AC4,Tanker,274,50,17.0,Unknown
636017607,LORD MOUNTBATTEN,IMO9589712,D5LV5,Cargo,169,27,6.8,Unknown
228444700,PARIS KNUTSEN,IMO9946350,FMVU,Tanker,299,47,8.7,France
477885600,WL LADOGA,IMO9659799,VRVB2,Cargo,180,30,10.1,Unknown
240796000,MARIVICTORIA,IMO9484493,SVAC8,Cargo,291,45,18.2,Greece
636092849,PIA OLDENDOFF,IMO9464675,D5QQ9,Cargo,255,43,13.6,Unknown
538009421,COMMON LUCK,IMO9617741,V7A4709,Cargo,197,32,11.9,Marshall Islands
538005262,ASTURCON,IMO9646730,V7CH7,Cargo,180,30,10.3,Marshall Islands
235110641,INDIAN PARTNERSHIP,IMO9521409,2IKZ3,Cargo,292,45,18.2,United Kingdom
538003956,SEA POSEIDON,IMO9423061,V7UI7,Cargo,292,45,18.3,Marshall Islands
271043241,DENAK VOYAGER,IMO9108257,TCUX2,Cargo,223,32,13.4,Turkey
538002749,YASA AYSEN,IMO9300532,V7LH9,Cargo,189,32,12.6,Marshall Islands
257556000,SPAR MIRA,IMO9490727,LAJZ7,Cargo,189,32,12.9,Norway
477183100,UNI HORIZON,IMO9811517,VRRX7,Cargo,180,30,6.1,Unknown
538005797,OLYMPIC TRUST,IMO9437177,V7HA2,Tanker,339,60,22.3,Marshall Islands
212836000,ISADORA,IMO9180372,P3LA8,Cargo,199,23,10.7,Cyprus
538008079,FAIRCHEM MAKO,IMO9826574,V7XV6,Tanker,159,26,9.8,Marshall Islands
566694000,MOTIVATOR,IMO9604392,9V9143,Tanker,225,36,12.0,Singapore
636092828,VOGE SOPHIE,IMO9830123,D5PZ6,Cargo,180,32,7.2,Unknown
563140900,POMONE,IMO9926130,9V7263,Cargo,229,32,7.5,Singapore
538008003,XI HU,IMO9707704,V7QV8,Cargo,199,32,7.0,Marshall Islands
477312700,OCEAN TIDE,IMO9848534,VRSK8,Cargo,229,32,7.4,Unknown
538010922,HAMAD EAGLE,IMO8768995,V7A6321,Other,43,23,3.4,Marshall Islands
210531000,CAPE VENI,IMO9344485,C4UU2,Cargo,289,45,18.2,Cyprus
636019425,GALLOWAY,IMO9306471,D5UL6,Cargo,207,30,9.2,Unknown
245179000,AEOLUS,IMO9612636,PCRR,Cargo,139,44,8.0,Netherlands
255804280,HARBOUR FEATURE,IMO9473092,CQNX,Tanker,144,23,8.4,Portugal
636017126,LAWHAH,IMO9783681,D5JK7,Tanker,332,60,16.5,Unknown
477858600,DARYA PADMA,IMO9715830,VRQC8,Cargo,200,32,6.7,Unknown
636022427,BEDFORD CASTLE,IMO9189926,5LIS9,Cargo,195,32,11.7,Unknown
538008425,HELLAS VOYAGER,IMO9869253,V7A2344,Tanker,230,32,7.4,Marshall Islands
219180000,MAERSK TAMPA,IMO9708629,OYFJ2,Tanker,183,32,10.9,Denmark
248616000,SEASHINE,IMO9787352,9HA4725,Tanker,180,28,8.5,Malta
414019000,JIA TONG,IMO9492593,BYEX,Cargo,225,32,14.2,China
232011319,STOLT ALM,IMO9719238,MBWT5,Tanker,185,28,7.6,United Kingdom
538003972,JAY,IMO9441336,V7UL6,Cargo,189,32,12.9,Marshall Islands
538002845,YASA GOLDEN DARDANEL,IMO9339985,V7ME9,Tanker,245,42,15.0,Marshall Islands
563174200,CAPE ARMERIA,IMO9633226,9V8493,Cargo,292,45,10.0,Singapore
563113600,PRATINCOLE PACIFIC,IMO9887621,9V6486,Tanker,183,32,8.0,Singapore
477287000,SAGA WIND,IMO9074078,VRUR7,Cargo,199,30,11.8,Unknown
477150500,NEWSEAS CRYSTAL,IMO9644835,VRRK4,Cargo,200,32,7.4,Unknown
257795000,SPAR SCORPIO,IMO9307578,LAFN6,Cargo,190,32,12.5,Norway
477748500,CALICANTO BRIDGE,IMO9435038,VRGT3,Cargo,208,29,11.6,Unknown
413173000,XIN DA YANG ZHOU,IMO9337949,BPKE,Cargo,335,42,14.7,China
636020307,CONTSHIP KEY,IMO9338278,D5YP9,Cargo,148,24,9.2,Unknown
636021584,MH SANDEFJORD,IMO9950442,5LER4,Cargo,199,32,7.2,Unknown
636014168,CMA CGM OPAL,IMO9386483,A8RV3,Cargo,259,32,12.6,Unknown
636013980,KM MT JADE,IMO9359545,A8QP7,Cargo,224,32,14.4,Unknown
258107000,OLYMPIC DELTA,IMO9745768,JWOH3,Other,92,20,5.9,Norway
636092935,GASCHEM DOLLART,IMO9744776,D5VO6,Tanker,160,25,7.2,Unknown
636093019,BBC PLUTO,IMO9537276,5LBK3,Cargo,190,29,7.5,Unknown
636021728,TIGANI,IMO9776767,5LFK5,Tanker,250,44,8.8,Unknown
538006916,SEA VINE,IMO9266877,V7NY3,Tanker,241,42,8.2,Marshall Islands
636018682,ALEXANDER,IMO9826720,D5QW7,Tanker,250,44,13.1,Unknown
209012000,ASTRAEA SB,IMO9401960,5BPR4,Cargo,225,32,7.2,Cyprus
636022161,CL PEARL BUCK,IMO9943334,5LHL6,Tanker,183,32,11.4,Unknown
215154000,CMA CGM CORTE REAL,IMO9454400,9HA4987,Cargo,366,52,11.6,Malta
538004535,STI RUBY,IMO9629940,V7XP4,Tanker,183,32,13.0,Marshall Islands
566908000,SHANTUNG,IMO9614488,9V9711,Cargo,199,28,10.5,Singapore
255806106,GIORGOS CONFIDENCE,IMO9652519,CQIY8,Cargo,181,28,6.3,Portugal
477538700,CHINAGAS LEGEND,IMO9847944,VRTG8,Tanker,230,36,8.6,Unknown
248359000,ALSIA SWAN,IMO9400356,9HA2334,Tanker,105,16,6.3,Malta
477274200,UNIQUE HARMONY,IMO9609914,VRJM7,Tanker,182,32,13.1,Unknown
636022728,DING HENG 38,IMO9406726,5LKE4,Tanker,164,23,8.1,Unknown
636014366,ARIETTA,IMO9446403,A8TJ2,Cargo,189,32,12.7,Unknown
249882000,AGIOS SOSTIS I,IMO9759836,9HA4415,Tanker,330,60,13.7,Malta
636092979,REGINA OLDENDORFF,IMO9535242,D5YK6,Cargo,260,43,13.7,Unknown
246347000,VENEZIA D,IMO9150327,PBRQ,Tanker,127,19,7.8,Netherlands
228353600,CMA CGM OTELLO,IMO9299628,FMEJ,Cargo,334,42,14.5,France
636018610,NAVIG8 GOAL,IMO9853216,D5QN5,Tanker,183,32,9.9,Unknown
240730000,MINERVA VIRGO,IMO9307827,SXXT,Tanker,183,32,13.3,Greece
636019991,SOLAR RUBA,IMO9907768,D5XD4,Tanker,183,32,0.0,Unknown
220502000,BRO NUUK,IMO9323819,OXHP2,Tanker,144,23,8.4,Denmark
440152000,MAPLE MARINA,IMO9626376,D7FH,Cargo,186,28,6.2,South Korea
538004981,GOLAR SNOW,IMO9635315,V7AF2,Tanker,280,43,12.2,Marshall Islands
538007668,NOMADIC MILDE,IMO9463554,V7ZW7,Cargo,138,21,8.1,Marshall Islands
564220000,THOR MERCURY,IMO9300221,9V2557,Cargo,189,32,12.5,Singapore
636016986,ANTHEA Y,IMO9710244,D5IS7,Cargo,300,48,14.5,Unknown
636021170,SIKINOS,IMO9941570,5LCP9,Cargo,180,30,6.4,Unknown
636020337,GRACE,IMO9650157,D5YT6,Cargo,197,33,6.4,Unknown
566756000,MAERSK CARDIFF,IMO9529255,9V7632,Cargo,250,38,11.2,Singapore
563010400,KN AMETHYST,IMO9757905,9V3912,Cargo,300,50,11.5,Singapore
230624000,ARKADIA,IMO9590797,OJPB,Cargo,197,32,13.0,Finland
477836600,JOSCO SHENGZHOU,IMO9934175,VRUV9,Cargo,200,32,11.6,Unknown
228417900,ILE D'YEU,IMO9230414,FMRA,Other,144,27,6.4,France
538005884,HARVEST FROST,IMO9643879,V7GU4,Cargo,237,40,14.4,Marshall Islands
538008147,DIJILAH,IMO9829629,V7A2015,Tanker,333,60,16.2,Marshall Islands
636015604,MSC ALTAIR,IMO9465277,A8YN2,Cargo,366,48,15.5,Unknown
538007128,PAN KOMIPO,IMO9722106,V7WY3,Cargo,273,46,10.6,Marshall Islands
636021611,LILA NOLA,IMO9621041,5LEU8,Cargo,180,30,9.7,Unknown
441286000,SM DONGHAE,IMO9225067,D7VG,Cargo,229,32,7.3,South Korea
538003648,MOL MAGNIFICENCE,IMO9424900,V7SG5,Cargo,302,43,14.2,Marshall Islands
636091917,ALMIRANTE STORNI,IMO9497452,A8UN5,Cargo,177,28,10.2,Unknown
636015750,ASSIMINA II,IMO9300855,D5CO8,Cargo,178,28,9.8,Unknown
636018106,MSC CARLOTTA,IMO9756731,D5OE8,Cargo,314,48,8.7,Unknown
538009079,CORN RIZHAO,IMO9883780,V7A4289,Cargo,229,32,13.2,Marshall Islands
636020207,CHIPOL YONGAN,IMO9509683,A8VZ5,Cargo,179,28,7.0,Unknown
408201004,RBNS KHALID  BIN ALI,IMO0024886,A9PT,Military,130,15,0.0,Unknown
538007158,ST PAUL,IMO9425863,V7XO8,Cargo,189,32,12.8,Marshall Islands
636021476,H CYGNUS,IMO9946233,5LEC6,Cargo,172,28,7.0,Unknown
477142100,COSFLOURISH LAKE,IMO9783356,VRRF6,Tanker,333,60,11.0,Unknown
212439000,UBC TORONTO,IMO9300764,C4FY2,Cargo,182,28,10.8,Cyprus
636015291,SAIYO,IMO9568225,A8ZS9,Cargo,234,38,14.2,Unknown
538004996,MYRTO,IMO9518086,V7AH5,Cargo,228,32,14.4,Marshall Islands
477855700,YUNNAN,IMO9728409,VRO17,Cargo,179,30,9.8,Unknown
440310000,JADE,IMO9374210,D7IH,Cargo,225,34,12.8,South Korea
538008169,OLYMPIC LYRA,IMO9831816,V7A2038,Tanker,333,60,11.0,Marshall Islands
247291600,MBA GIUSEPPE,IMO9480540,ICOD,Cargo,229,32,14.4,Italy
